chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NES_E_S_1	NES_E_S_2	NES_E_S_3	NES_E_S_4
chr22	 29300490	 29300510	chr22-11	  367.10	+	ENSG00000182944	EWSR1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001034031	3	3	3	3	2	2	1	1	2	4	2	0	1	2	3	4	36	2.614037e-05	0	0	5.311812e-06
chr22	 29333200	 29333220	chr22-240	   28.20	-	ENSG00000100280	AP1B1	intron|miRNA|snoRNA	Other	ncRNA	3	0.0001001956	3	3	1	1	1	1	0	1	1	1	2	0	0	2	1	0	18	0	0	4.141644e-06	1.770604e-06
chr22	 29453189	 29453209	chr22-4014	    3.53	+			Other|unannotated	Other	Other	2	9.718634e-06	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr22	 29820915	 29820935	chr22-5681	    2.20	+			TE|unannotated	TE	TE	2	8.204535e-06	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	4	0	0	4.141644e-06	1.770604e-06
chr22	 30926533	 30926553	chr22-13	  251.60	-	ENSG00000133422	MORC2	3'UTR	3'UTR	3'UTR	1	0.0007590366	3	3	3	3	2	2	1	1	1	4	1	1	0	2	2	3	32	2.614037e-05	0	2.070822e-06	0
chr22	 31236919	 31236939	chr22-2169	    4.41	+	ENSG00000182541	LIMK2	intron|Other|CDS_Retained_intron	Other	Other	3	3.412221e-05	0	1	0	0	1	1	0	0	0	1	1	0	1	2	0	2	10	0	1.312112e-05	0	1.770604e-06
chr22	 31479422	 31479442	chr22-601	   15.40	-	ENSG00000184708	EIF4ENIF1	intron|snRNA	snRNA	ncRNA	2	4.180976e-05	1	1	1	1	2	1	1	0	0	0	2	0	1	2	1	0	14	0	0	2.070822e-06	1.770604e-06
chr22	 34029982	 34030002	chr22-2564	    3.97	+	ENSG00000236052	LINC01643	intron|lncRNA	lncRNA	ncRNA	2	1.850114e-05	0	1	1	0	1	0	0	0	0	1	0	1	0	2	2	0	9	0	0	2.070822e-06	1.770604e-06
chr22	 36091334	 36091354	chr22-522	   15.00	+	ENSG00000279714		Other|lncRNA	lncRNA	ncRNA	2	8.241343e-05	2	1	2	1	1	1	1	1	0	1	2	2	0	2	2	3	22	0	0	4.141644e-06	1.770604e-06
chr22	 36281486	 36281506	chr22-1	 1491.80	-	ENSG00000100345	MYH9	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.004096955	3	3	3	3	2	2	2	2	2	4	2	3	1	3	5	5	45	0	3.936336e-05	3.72748e-05	3.010027e-05
chr22	 37774110	 37774130	chr22-502	   12.30	+	ENSG00000100106	TRIOBP	3'UTR|Other	3'UTR	3'UTR	2	5.977104e-05	2	2	2	1	1	1	2	0	0	2	1	0	0	2	1	2	19	0	0	2.070822e-06	1.770604e-06
chr22	 37988159	 37988179	chr22-5772	    2.20	+	ENSG00000100142	POLR2F	3'UTR|intron|TE	3'UTR	3'UTR	3	9.726625e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	4.141644e-06	1.770604e-06
chr22	 38484053	 38484073	chr22-24	  118.10	-	ENSG00000100201	DDX17	3'UTR	3'UTR	3'UTR	1	0.0003602224	3	3	3	3	2	2	1	1	2	3	2	3	1	2	3	3	37	0	0	2.070822e-06	5.311812e-06
chr22	 38485799	 38485819	chr22-2	  465.00	-	ENSG00000100201	DDX17	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001886429	3	3	3	3	2	2	1	2	2	4	2	4	2	3	3	6	45	0.0001568422	3.936336e-05	4.141644e-06	0
chr22	 38683929	 38683949	chr22-6	  465.80	+	ENSG00000100216	TOMM22	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001426953	3	3	3	3	2	2	1	1	2	5	1	2	2	4	1	5	40	2.614037e-05	6.560561e-05	1.242493e-05	1.239423e-05
chr22	 38684214	 38684234	chr22-3	  497.60	+	ENSG00000100216	TOMM22	3'UTR|Other	3'UTR	3'UTR	2	0.001254527	3	3	3	3	2	2	2	1	2	3	2	2	1	3	3	4	39	0	2.624224e-05	6.212466e-06	1.593544e-05
chr22	 39315225	 39315245	chr22-450	   23.80	-	ENSG00000100316	RPL3	downstream 10K|intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	4	0.0001843654	3	3	2	2	2	2	2	2	2	3	3	0	0	2	1	1	30	0	0	4.141644e-06	3.541208e-06
chr22	 39319082	 39319102	chr22-132	   62.10	-	ENSG00000100316	RPL3	CDS|intron|snoRNA|CDS_Retained_intron	CDS	CDS	4	0.0002103105	3	3	0	0	2	2	2	0	1	3	2	1	1	2	0	1	23	0	0	1.035411e-05	3.541208e-06
chr22	 40324305	 40324325	chr22-12	  386.10	+	ENSG00000100354	TNRC6B	3'UTR|Other	3'UTR	3'UTR	2	0.0014852	3	3	3	3	2	2	2	2	1	4	1	2	2	3	3	5	41	5.228075e-05	1.312112e-05	0	1.770604e-06
chr22	 40324877	 40324897	chr22-38	   92.50	+	ENSG00000100354	TNRC6B	3'UTR	3'UTR	3'UTR	1	0.00043811	3	3	3	3	2	2	1	1	2	4	2	2	1	3	3	3	38	5.228075e-05	2.624224e-05	0	1.239423e-05
chr22	 40331653	 40331673	chr22-272	   26.00	-			unannotated	UnAn	UnAn	1	0.0001092365	0	1	3	1	1	1	1	0	1	2	1	2	0	2	2	3	21	0	0	2.070822e-06	8.85302e-06
chr22	 40335682	 40335702	chr22-10	  326.60	+	ENSG00000100354	TNRC6B	3'UTR|Other	3'UTR	3'UTR	2	0.001113151	3	3	3	3	2	2	1	2	2	4	2	4	3	2	3	5	44	2.614037e-05	0	4.141644e-06	0
chr22	 40826195	 40826215	chr22-8	  339.80	-	ENSG00000100380	ST13	3'UTR	3'UTR	3'UTR	1	0.001382721	3	3	3	3	2	2	1	2	1	4	3	1	3	4	4	4	43	0.0001045615	3.936336e-05	2.070822e-06	1.770604e-06
chr22	 41073650	 41073670	chr22-99	   52.90	-				UnAn	UnAn	0	0.0002706352	1	3	3	3	1	2	1	0	1	3	1	1	1	2	3	2	28	0	2.624224e-05	0	1.770604e-06
chr22	 41073713	 41073733	chr22-252	  174.10	-				UnAn	UnAn	0	0.0003404691	3	3	3	3	2	2	0	1	0	3	1	1	0	2	1	3	28	0	0	2.070822e-06	3.541208e-06
chr22	 41073902	 41073922	chr22-212	  179.40	-				UnAn	UnAn	0	0.0008800118	3	3	3	3	2	2	2	1	2	4	0	3	2	4	4	6	44	5.228075e-05	2.624224e-05	2.070822e-06	1.770604e-06
chr22	 41074017	 41074037	chr22-15	 1178.50	-				UnAn	UnAn	0	0.003570338	3	3	3	3	2	2	2	2	2	5	2	4	4	4	3	6	50	7.842112e-05	7.872673e-05	2.484987e-05	2.478846e-05
chr22	 41119175	 41119195	chr22-4216	    2.64	-			TE|unannotated	TE	TE	2	8.376104e-05	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	5	0	0	2.070822e-06	1.770604e-06
chr22	 41434065	 41434085	chr22-80	   38.30	-	ENSG00000183864	TOB2	3'UTR	3'UTR	3'UTR	1	0.0001638638	3	3	3	2	2	2	1	1	1	4	1	1	0	2	0	3	29	5.228075e-05	0	2.070822e-06	0
chr22	 42160615	 42160635	chr22-18	  309.80	-	ENSG00000100207	TCF20	3'UTR	3'UTR	3'UTR	1	0.0009087678	3	3	3	3	2	2	2	1	2	4	3	1	0	3	1	5	38	5.228075e-05	1.312112e-05	0	1.770604e-06
chr22	 42469386	 42469406	chr22-284	   53.30	+			unannotated	UnAn	UnAn	1	0.0001346116	0	0	0	0	2	1	1	1	0	0	2	2	2	2	1	1	15	0	0	2.070822e-06	3.541208e-06
chr22	 42517340	 42517360	chr22-2692	    3.53	+			TE	TE	TE	1	2.695521e-05	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	2	6	0	0	4.141644e-06	1.770604e-06
chr22	 46677312	 46677332	chr22-21	  199.20	+	ENSG00000075240	GRAMD4	3'UTR|Other	3'UTR	3'UTR	2	0.0006686989	3	3	3	3	2	2	1	1	2	4	2	1	2	2	3	5	39	2.614037e-05	1.312112e-05	0	0
chr22	 50223781	 50223801	chr22-5385	    2.64	+			downstream 10K|TE	TE	TE	2	8.768549e-06	0	0	0	0	1	1	0	0	0	0	2	0	0	2	0	0	6	0	0	2.070822e-06	1.770604e-06
chr3	  5218368	  5218388	chr3-9	  473.30	+	ENSG00000134109	EDEM1	3'UTR|Other	3'UTR	3'UTR	2	0.001746365	3	3	3	3	2	2	2	2	3	4	2	4	2	4	2	6	47	2.614037e-05	1.312112e-05	6.212466e-06	8.85302e-06
chr3	  6174108	  6174128	chr3-3522	   16.30	+	ENSG00000226022		intron|lncRNA	lncRNA	ncRNA	2	0.0003713247	1	0	1	0	1	1	0	0	0	1	2	2	0	2	2	3	16	0	0	2.070822e-06	1.770604e-06
chr3	  6569939	  6569959	chr3-206	   71.00	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0002435624	3	3	3	3	2	2	1	1	1	4	2	2	1	2	1	3	34	0	1.312112e-05	4.141644e-06	0
chr3	  6606234	  6606254	chr3-900	   28.20	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001494449	3	3	2	2	1	2	1	1	1	3	2	1	0	2	0	0	24	2.614037e-05	1.312112e-05	0	0
chr3	  7240125	  7240145	chr3-40599	    2.20	-			unannotated	UnAn	UnAn	1	1.426038e-05	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	4	0	0	2.070822e-06	3.541208e-06
chr3	  7713806	  7713826	chr3-32705	    3.97	-	ENSG00000270207		intron|lncRNA	lncRNA	ncRNA	2	3.526105e-05	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	4	8	0	0	2.070822e-06	1.770604e-06
chr3	  7961375	  7961395	chr3-24671	    3.97	-	ENSG00000227110	LMCD1-AS1	intron|lncRNA	lncRNA	ncRNA	2	2.432934e-05	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	2	7	0	0	4.141644e-06	1.770604e-06
chr3	  8921235	  8921255	chr3-13522	    4.85	-	ENSG00000070950	RAD18	intron	intron	intron	1	3.690017e-05	3	1	0	2	1	1	1	0	0	2	0	0	0	2	0	0	13	0	1.312112e-05	0	1.770604e-06
chr3	  9429269	  9429289	chr3-478	   77.60	+	ENSG00000168137	SETD5	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0002314883	3	3	3	3	2	2	1	1	1	3	2	2	1	2	1	0	30	2.614037e-05	1.312112e-05	0	0
chr3	  9477403	  9477423	chr3-159	   82.90	+	ENSG00000168137	SETD5	3'UTR|intron	3'UTR	3'UTR	2	0.0003734911	3	3	3	3	2	2	2	1	1	3	3	2	1	2	0	4	35	2.614037e-05	0	0	1.770604e-06
chr3	  9806471	  9806491	chr3-109	  146.30	+	ENSG00000241553	ARPC4	3'UTR|intron	3'UTR	3'UTR	2	0.0004212183	3	3	3	3	2	2	1	1	2	4	1	0	1	2	1	3	32	2.614037e-05	0	0	1.770604e-06
chr3	  9806536	  9806556	chr3-6	 1382.10	+	ENSG00000241553	ARPC4	3'UTR|intron|Other	3'UTR	3'UTR	3	0.003940336	3	3	3	3	2	2	2	2	2	4	2	4	3	3	3	6	47	2.614037e-05	6.560561e-05	0	2.832967e-05
chr3	 10153539	 10153559	chr3-153	  146.30	+	ENSG00000134086	VHL	3'UTR	3'UTR	3'UTR	1	0.0004244702	3	3	3	3	2	2	1	1	1	4	0	0	1	2	1	4	31	2.614037e-05	1.312112e-05	0	0
chr3	 10153629	 10153649	chr3-34	  311.60	+	ENSG00000134086	VHL	3'UTR	3'UTR	3'UTR	1	0.001510601	3	3	3	3	2	2	2	2	3	4	4	3	2	3	3	5	47	5.228075e-05	2.624224e-05	0	3.541208e-06
chr3	 10327495	 10327515	chr3-268	   63.50	-	ENSG00000157087	ATP2B2	3'UTR	3'UTR	3'UTR	1	0.0001904222	3	3	3	3	2	2	2	1	1	3	0	0	0	2	1	2	28	0	0	4.141644e-06	1.770604e-06
chr3	 11510376	 11510396	chr3-27309	    2.64	+	ENSG00000197548	ATG7	downstream 10K|intron	intron	intron	2	6.398202e-06	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr3	 12155039	 12155059	chr3-2730	   55.10	-	ENSG00000157150	TIMP4	intron	intron	intron	1	0.0001931486	1	3	3	3	2	2	1	1	1	2	1	2	0	2	1	1	26	2.614037e-05	0	0	1.770604e-06
chr3	 12583660	 12583680	chr3-30	  381.70	-	ENSG00000132155	RAF1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001341529	3	3	3	3	2	2	1	1	2	4	2	4	1	4	3	6	44	7.842112e-05	3.936336e-05	2.070822e-06	1.770604e-06
chr3	 14180844	 14180864	chr3-188	   85.90	-				UnAn	UnAn	0	0.0007746055	2	2	3	3	1	1	1	1	0	2	2	2	0	2	4	4	30	0	0	6.212466e-06	3.541208e-06
chr3	 14319277	 14319297	chr3-39010	    2.64	+			unannotated	UnAn	UnAn	1	8.324438e-06	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	4	0	0	2.070822e-06	5.311812e-06
chr3	 14394728	 14394748	chr3-27131	    2.64	+	ENSG00000199609	RNA5SP124		UnAn	UnAn	0	4.065057e-05	0	0	0	0	1	1	0	0	0	1	1	0	1	3	0	0	8	0	1.312112e-05	6.212466e-06	1.770604e-06
chr3	 14488926	 14488946	chr3-4	  492.30	+	ENSG00000131389	SLC6A6	3'UTR	3'UTR	3'UTR	1	0.001706175	3	3	3	3	2	2	1	2	2	3	2	2	1	3	2	5	39	5.228075e-05	3.936336e-05	8.283288e-06	0
chr3	 15459425	 15459445	chr3-14213	    5.29	-	ENSG00000206561	COLQ	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	4.234633e-05	0	0	0	0	1	1	0	0	1	2	1	0	0	2	1	1	10	0	1.312112e-05	0	3.541208e-06
chr3	 15645856	 15645876	chr3-18	  327.00	+	ENSG00000169814	BTD	3'UTR|intron|Other	3'UTR	3'UTR	3	0.001225889	3	3	3	3	2	2	2	1	2	4	3	2	1	2	4	5	42	2.614037e-05	1.312112e-05	0	0
chr3	 17559074	 17559094	chr3-575	   37.00	-	ENSG00000131374	TBC1D5	intron	intron	intron	1	9.984194e-05	3	3	3	3	2	2	0	1	1	3	1	2	0	2	2	0	28	0	0	2.070822e-06	3.541208e-06
chr3	 17998438	 17998458	chr3-11547	    8.81	+				UnAn	UnAn	0	0.0001090315	0	0	0	2	1	1	0	0	0	2	0	2	0	2	1	3	14	0	0	2.070822e-06	1.770604e-06
chr3	 19094200	 19094220	chr3-1164	   21.60	+			TE|unannotated	TE	TE	2	7.801587e-05	3	3	3	3	2	2	1	0	0	2	0	0	0	2	2	0	23	2.614037e-05	0	0	5.311812e-06
chr3	 19984425	 19984445	chr3-42	  503.30	+	ENSG00000144566	RAB5A	3'UTR	3'UTR	3'UTR	1	0.001472692	3	3	3	3	2	2	2	2	3	4	2	3	1	3	2	6	44	5.228075e-05	0	1.035411e-05	8.85302e-06
chr3	 23164538	 23164558	chr3-29164	    7.05	+			unannotated	UnAn	UnAn	1	2.591447e-05	0	0	0	0	2	2	0	0	0	2	0	0	0	2	1	1	10	0	1.312112e-05	2.070822e-06	0
chr3	 24259629	 24259649	chr3-20314	    3.53	-	ENSG00000151090	THRB	intron	intron	intron	1	1.94531e-05	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	6	0	0	2.070822e-06	1.770604e-06
chr3	 25482521	 25482541	chr3-21182	    4.85	-			TE|unannotated	TE	TE	2	1.81013e-05	0	0	0	0	1	1	0	0	0	0	2	0	0	2	2	0	8	0	0	4.141644e-06	3.541208e-06
chr3	 25735853	 25735873	chr3-476	   74.00	-	ENSG00000151092	NGLY1	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0002536124	3	3	3	3	2	2	1	1	1	3	2	2	2	2	1	0	31	2.614037e-05	1.312112e-05	0	0
chr3	 27822274	 27822294	chr3-34287	    2.20	-				UnAn	UnAn	0	6.877185e-06	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr3	 29255908	 29255928	chr3-8892	    7.93	+	ENSG00000144642	RBMS3	intron|Other	Other	Other	2	3.690747e-05	1	0	0	1	0	1	0	0	0	0	1	2	0	2	1	2	11	0	0	2.070822e-06	3.541208e-06
chr3	 31491405	 31491425	chr3-6929	    7.93	-			TE|unannotated	TE	TE	2	2.142819e-05	0	0	0	0	1	1	0	0	0	0	2	0	0	2	2	0	8	0	0	2.070822e-06	5.311812e-06
chr3	 31636316	 31636336	chr3-95	   99.60	+	ENSG00000163527	STT3B	3'UTR	3'UTR	3'UTR	1	0.0007195128	3	3	3	3	1	2	1	1	2	4	0	0	1	2	2	4	32	2.614037e-05	1.312112e-05	0	0
chr3	 31637057	 31637077	chr3-981	   28.20	+	ENSG00000163527	STT3B	3'UTR	3'UTR	3'UTR	1	9.753001e-05	3	2	3	3	2	2	1	1	1	3	1	0	0	2	0	0	24	2.614037e-05	0	0	1.770604e-06
chr3	 31733693	 31733713	chr3-19968	    3.97	-	ENSG00000144645	OSBPL10	intron	intron	intron	1	1.192933e-05	0	0	0	0	1	1	0	0	0	0	1	0	0	2	1	1	7	0	0	2.070822e-06	1.770604e-06
chr3	 31756844	 31756864	chr3-3534	   11.50	+			unannotated	UnAn	UnAn	1	7.521575e-05	3	3	3	2	0	2	0	1	0	3	0	1	0	2	0	2	22	2.614037e-05	0	2.070822e-06	0
chr3	 32167757	 32167777	chr3-3607	   14.10	+	ENSG00000152642	GPD1L	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	7.763535e-05	1	1	3	3	1	1	0	0	0	2	0	1	0	2	0	1	16	2.614037e-05	1.312112e-05	0	0
chr3	 32482324	 32482344	chr3-90	  113.70	-	ENSG00000091317	CMTM6	3'UTR	3'UTR	3'UTR	1	0.0006229427	3	3	3	3	2	2	1	1	2	4	1	1	1	2	3	3	35	2.614037e-05	1.312112e-05	0	0
chr3	 32483498	 32483518	chr3-226	   54.60	-	ENSG00000091317	CMTM6	3'UTR	3'UTR	3'UTR	1	0.0003710394	3	3	3	3	2	2	1	2	2	3	2	1	2	3	1	3	36	2.614037e-05	0	2.070822e-06	1.770604e-06
chr3	 32483670	 32483690	chr3-1048	   31.30	-	ENSG00000091317	CMTM6	3'UTR	3'UTR	3'UTR	1	0.000247981	1	2	3	3	2	2	1	0	1	2	1	0	1	2	2	2	25	2.614037e-05	0	2.070822e-06	0
chr3	 32891940	 32891960	chr3-10	  711.80	+	ENSG00000206557	TRIM71	3'UTR|Other	3'UTR	3'UTR	2	0.00179759	3	3	3	3	2	2	0	0	2	4	3	2	0	2	2	4	35	0	0	2.070822e-06	1.770604e-06
chr3	 32892753	 32892773	chr3-60	  128.70	+	ENSG00000206557	TRIM71	3'UTR	3'UTR	3'UTR	1	0.0004330527	3	3	3	3	2	2	1	1	1	4	0	1	0	2	2	3	31	5.228075e-05	1.312112e-05	0	0
chr3	 32896458	 32896478	chr3-15	  233.60	+	ENSG00000206557	TRIM71	3'UTR	3'UTR	3'UTR	1	0.000869812	3	3	3	3	2	2	2	2	3	4	3	3	2	2	2	4	43	2.614037e-05	0	0	1.770604e-06
chr3	 32897794	 32897814	chr3-496	   38.80	+	ENSG00000206557	TRIM71	3'UTR	3'UTR	3'UTR	1	0.0001813581	3	3	2	3	2	2	0	1	1	5	0	0	0	2	2	3	29	0	1.312112e-05	2.070822e-06	0
chr3	 33077692	 33077712	chr3-235	  173.60	+				UnAn	UnAn	0	0.0005037844	2	3	3	3	2	2	1	1	2	4	1	0	2	3	3	3	35	2.614037e-05	1.312112e-05	8.283288e-06	0
chr3	 33389424	 33389444	chr3-1082	   43.20	-	ENSG00000153560	UBP1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001826542	2	3	2	3	1	2	1	1	1	2	0	0	1	2	1	4	26	2.614037e-05	0	0	3.541208e-06
chr3	 36990528	 36990548	chr3-323	   73.20	-	ENSG00000178567	EPM2AIP1	3'UTR|intron	3'UTR	3'UTR	2	0.000241726	3	3	3	3	2	2	1	1	1	3	1	1	3	2	1	1	31	0	1.312112e-05	2.070822e-06	0
chr3	 38254723	 38254743	chr3-45	  230.10	+	ENSG00000172939	OXSR1	3'UTR	3'UTR	3'UTR	1	0.0007452131	3	3	3	3	2	2	2	1	2	4	0	2	0	2	2	3	34	0	1.312112e-05	0	1.416483e-05
chr3	 38483521	 38483541	chr3-3468	   12.80	+	ENSG00000114739	ACVR2B	3'UTR	3'UTR	3'UTR	1	6.555278e-05	1	3	2	3	0	1	0	0	0	1	0	0	0	2	0	2	15	2.614037e-05	1.312112e-05	0	0
chr3	 40356458	 40356478	chr3-19434	    3.53	-	ENSG00000223797	ENTPD3-AS1	intron|lncRNA	lncRNA	ncRNA	2	7.838096e-06	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr3	 41239937	 41239957	chr3-1	 1715.30	+	ENSG00000168036	CTNNB1	3'UTR|intron|Other|CDS_Retained_intron	3'UTR	3'UTR	4	0.006346837	3	3	3	3	2	2	2	2	2	4	3	4	3	4	5	7	52	0.0001568422	0.000104969	5.798302e-05	1.947664e-05
chr3	 41240035	 41240055	chr3-3	  859.40	+	ENSG00000168036	CTNNB1	3'UTR|intron	3'UTR	3'UTR	2	0.00699437	3	3	3	3	2	2	2	2	3	5	4	4	3	4	5	7	55	0.000209123	0.0001443323	5.798302e-05	4.42651e-05
chr3	 41240252	 41240272	chr3-175	   80.70	+	ENSG00000168036	CTNNB1	3'UTR|intron	3'UTR	3'UTR	2	0.0004084147	3	3	3	3	2	2	1	2	1	4	1	1	0	4	3	6	39	2.614037e-05	3.936336e-05	2.070822e-06	1.770604e-06
chr3	 42619368	 42619388	chr3-937	   34.80	+	ENSG00000114857	NKTR	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0001651646	3	3	3	3	1	2	2	1	2	1	3	1	0	2	0	0	27	2.614037e-05	1.312112e-05	0	0
chr3	 44003393	 44003413	chr3-31701	    2.64	-				UnAn	UnAn	0	1.375926e-05	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	6	0	0	2.070822e-06	1.770604e-06
chr3	 44390633	 44390653	chr3-4872	   25.60	+	ENSG00000179152	TCAIM	intron	intron	intron	1	9.555217e-05	0	1	0	1	1	1	0	0	0	0	1	0	2	2	2	2	13	0	0	8.283288e-06	1.062362e-05
chr3	 44444123	 44444143	chr3-280	   87.30	-	ENSG00000185219	ZNF445	3'UTR	3'UTR	3'UTR	1	0.0003081364	3	3	3	3	2	2	1	1	1	2	1	0	1	2	1	3	29	2.614037e-05	0	0	5.311812e-06
chr3	 44509942	 44509962	chr3-118	   97.40	-	ENSG00000178917	ZNF852	intron	intron	intron	1	0.0002678632	3	3	3	3	2	2	2	1	1	3	2	2	0	2	1	0	30	0	0	6.212466e-06	1.770604e-06
chr3	 44937558	 44937578	chr3-1464	   30.00	-	ENSG00000163812	ZDHHC3	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.000373767	1	0	2	2	1	1	1	1	0	1	1	1	0	2	4	4	22	0	0	4.141644e-06	3.541208e-06
chr3	 45919053	 45919073	chr3-391	   54.60	-	ENSG00000163820	FYCO1	3'UTR|intron	3'UTR	3'UTR	2	0.0001902182	3	3	3	3	2	2	0	1	0	3	0	1	0	2	0	3	26	2.614037e-05	1.312112e-05	0	0
chr3	 47852231	 47852251	chr3-7	  482.60	-	ENSG00000047849	MAP4	3'UTR	3'UTR	3'UTR	1	0.001677569	3	3	3	3	2	2	2	2	2	4	2	3	3	4	3	6	47	2.614037e-05	2.624224e-05	4.141644e-06	5.311812e-06
chr3	 48035185	 48035205	chr3-23084	    3.08	+			Other	Other	Other	1	7.226717e-06	0	0	1	0	1	1	0	0	0	1	0	0	0	2	0	0	6	0	0	2.070822e-06	1.770604e-06
chr3	 48115624	 48115644	chr3-14819	    5.29	-			TE	TE	TE	1	1.593795e-05	0	0	0	0	1	1	0	0	0	0	1	1	0	2	0	2	8	0	0	2.070822e-06	1.770604e-06
chr3	 48213090	 48213110	chr3-22673	    3.53	+			unannotated	UnAn	UnAn	1	1.004256e-05	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	1	6	0	0	2.070822e-06	1.770604e-06
chr3	 48380147	 48380167	chr3-40053	    2.20	-			unannotated	UnAn	UnAn	1	5.801775e-06	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr3	 48693791	 48693811	chr3-39	  421.30	-	ENSG00000068745	IP6K2	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.001334536	3	3	3	3	2	2	2	1	2	4	4	2	1	2	3	3	40	2.614037e-05	1.312112e-05	0	0
chr3	 48747051	 48747071	chr3-8489	    7.05	-	ENSG00000114302	PRKAR2A	3'UTR|intron	3'UTR	3'UTR	2	4.415949e-05	1	0	0	0	1	1	1	0	0	1	0	0	0	2	0	2	9	0	0	6.212466e-06	3.541208e-06
chr3	 48856962	 48856982	chr3-14756	    4.41	-	ENSG00000178537	SLC25A20	3'UTR	3'UTR	3'UTR	1	1.243752e-05	0	1	2	2	0	1	0	0	0	1	0	0	0	2	0	0	9	0	0	2.070822e-06	3.541208e-06
chr3	 48857116	 48857136	chr3-12	  427.50	-	ENSG00000178537	SLC25A20	3'UTR	3'UTR	3'UTR	1	0.001274649	3	3	3	3	2	2	2	1	3	4	1	3	1	2	2	6	41	2.614037e-05	0	0	1.593544e-05
chr3	 50103233	 50103253	chr3-119	  119.00	+	ENSG00000003756	RBM5	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0003285093	3	3	3	3	1	2	2	1	2	3	1	2	0	2	1	1	30	2.614037e-05	1.312112e-05	0	0
chr3	 51394343	 51394363	chr3-17	  674.30	+	ENSG00000259956	RBM15B	3'UTR	3'UTR	3'UTR	1	0.001700274	3	3	3	3	1	2	1	1	2	3	1	2	2	2	3	7	39	2.614037e-05	2.624224e-05	0	0
chr3	 51618137	 51618157	chr3-32842	    2.64	-			TE	TE	TE	1	1.470414e-05	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	1	6	0	0	2.070822e-06	1.770604e-06
chr3	 52688924	 52688944	chr3-3374	   15.90	+	ENSG00000163938	GNL3	downstream 10K|intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	4	7.92172e-05	3	2	0	0	1	2	1	0	1	0	1	0	1	2	0	1	15	0	0	4.141644e-06	3.541208e-06
chr3	 53885113	 53885133	chr3-41627	    1.76	-	ENSG00000113811	SELENOK	3'UTR	3'UTR	3'UTR	1	4.260801e-05	0	0	1	1	1	0	0	0	0	1	0	0	0	2	0	0	6	2.614037e-05	1.312112e-05	0	0
chr3	 56539173	 56539193	chr3-9204	    8.81	+			TE|unannotated	TE	TE	2	0.000118293	0	0	0	0	1	1	0	0	0	1	1	1	0	2	0	4	11	0	0	4.141644e-06	3.541208e-06
