chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NLS_E_S_1	NLS_E_S_2	NLS_E_S_3	NLS_E_S_4
chr21	  8988666	  8988686	chr21-62	  108.00	+				UnAn	UnAn	0	0.0006685487	2	3	3	3	2	2	2	2	2	2	3	2	2	2	3	4	39	0	0	1.337698e-05	2.322786e-05
chr21	  9108637	  9108657	chr21-2659	    4.85	-	ENSG00000291050	TEKT4P2	intron|lncRNA	lncRNA	ncRNA	2	2.707868e-05	0	3	0	0	1	0	0	0	1	0	0	2	0	0	1	1	9	0	0	1.910997e-06	2.903482e-06
chr21	 10035083	 10035103	chr21-1979	    4.41	-	ENSG00000270533		intron	intron	intron	1	2.414287e-05	1	2	1	1	1	1	0	0	0	2	0	2	0	0	0	0	11	0	8.915238e-06	1.910997e-06	0
chr21	 10434890	 10434910	chr21-733	   11.90	+	ENSG00000290523		intron|Other|lncRNA	lncRNA	ncRNA	3	2.696171e-05	1	2	1	3	1	0	0	0	0	0	0	2	0	0	0	0	10	0	0	5.732992e-06	2.903482e-06
chr21	 13950156	 13950176	chr21-3749	    3.08	+			TE|unannotated	TE	TE	2	1.11056e-05	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	5	0	4.457619e-06	1.910997e-06	0
chr21	 14961263	 14961283	chr21-155	   44.50	-	ENSG00000180530	NRIP1	3'UTR|intron|lncRNA	3'UTR	3'UTR	3	0.0001606478	2	3	3	3	2	2	1	1	2	3	0	2	0	0	2	3	29	1.386943e-05	0	1.910997e-06	0
chr21	 15008623	 15008643	chr21-1039	    8.37	-	ENSG00000180530	NRIP1	intron|lncRNA	lncRNA	ncRNA	2	7.518875e-05	2	1	3	3	1	1	1	0	1	2	0	2	0	0	0	0	17	0	4.457619e-06	0	2.903482e-06
chr21	 15750996	 15751016	chr21-5064	    2.64	+	ENSG00000155313	USP25	intron	intron	intron	1	8.574461e-06	0	0	0	2	1	1	0	0	0	0	0	2	0	0	0	0	6	0	4.457619e-06	1.910997e-06	0
chr21	 15792791	 15792811	chr21-1840	    4.41	+	ENSG00000155313	USP25	intron	intron	intron	1	2.87142e-05	0	2	3	0	1	1	1	0	0	0	0	2	0	0	0	0	10	1.386943e-05	4.457619e-06	0	0
chr21	 15835350	 15835370	chr21-1085	    7.49	+	ENSG00000155313	USP25	intron	intron	intron	1	3.177819e-05	1	1	1	3	1	1	0	0	1	1	0	2	0	0	0	0	12	1.386943e-05	4.457619e-06	0	0
chr21	 15878583	 15878603	chr21-17	  217.70	+	ENSG00000155313	USP25	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.000552948	3	3	3	3	2	2	1	1	1	4	2	2	0	2	1	5	35	0	4.457619e-06	1.910997e-06	0
chr21	 15893814	 15893834	chr21-510	   12.80	+			unannotated	UnAn	UnAn	1	4.354033e-05	1	1	2	2	1	1	1	0	2	3	0	2	0	0	0	0	16	1.386943e-05	4.457619e-06	0	0
chr21	 16260746	 16260766	chr21-352	   22.50	-			unannotated	UnAn	UnAn	1	7.415194e-05	0	0	0	0	1	2	0	0	0	2	2	2	1	2	1	2	15	0	0	1.910997e-06	5.806965e-06
chr21	 16371610	 16371630	chr21-876	    7.93	+	ENSG00000215386	MIR99AHG	intron|Other|lncRNA	lncRNA	ncRNA	3	2.315009e-05	2	2	1	2	1	1	0	0	1	1	0	2	0	0	1	0	14	0	4.457619e-06	1.910997e-06	0
chr21	 16489629	 16489649	chr21-1031	    7.49	+	ENSG00000215386	MIR99AHG	intron|lncRNA	lncRNA	ncRNA	2	1.724632e-05	2	3	1	1	1	1	0	0	0	0	0	2	0	0	0	0	11	0	0	3.821994e-06	2.903482e-06
chr21	 16845828	 16845848	chr21-299	   24.20	+			Other|unannotated	Other	Other	2	0.0002875127	0	0	0	1	1	1	1	0	0	1	1	2	0	2	3	3	16	0	0	3.821994e-06	5.806965e-06
chr21	 17567873	 17567893	chr21-41	  148.10	+	ENSG00000154639	CXADR	3'UTR|intron	3'UTR	3'UTR	2	0.0004259791	3	3	3	3	2	2	1	1	2	4	2	2	1	0	2	4	35	0	0	3.821994e-06	5.806965e-06
chr21	 18611573	 18611593	chr21-235	   38.80	-	ENSG00000224141	MIR548XHG	intron|lncRNA	lncRNA	ncRNA	2	0.000131784	3	3	3	3	2	1	1	0	2	4	1	3	0	0	2	0	28	1.386943e-05	4.457619e-06	1.910997e-06	0
chr21	 18633179	 18633199	chr21-836	    9.25	-	ENSG00000224141	MIR548XHG	intron|lncRNA	lncRNA	ncRNA	2	2.66179e-05	2	1	1	3	0	2	1	0	1	2	1	2	0	0	1	0	17	0	4.457619e-06	0	2.903482e-06
chr21	 18685189	 18685209	chr21-488	   12.30	-	ENSG00000224141	MIR548XHG	intron|lncRNA	lncRNA	ncRNA	2	4.800876e-05	3	3	2	1	1	2	0	0	0	1	0	2	0	0	1	0	16	1.386943e-05	0	0	2.903482e-06
chr21	 18715335	 18715355	chr21-998	    7.93	-	ENSG00000224141	MIR548XHG	intron|lncRNA	lncRNA	ncRNA	2	2.318418e-05	1	2	2	3	0	0	0	0	1	1	0	2	0	0	0	1	13	0	0	1.910997e-06	2.903482e-06
chr21	 18726239	 18726259	chr21-176	   46.70	-	ENSG00000224141	MIR548XHG	intron|lncRNA	lncRNA	ncRNA	2	0.0001373724	3	3	3	3	2	2	1	1	1	4	1	2	0	1	0	0	27	0	4.457619e-06	1.910997e-06	0
chr21	 18729053	 18729073	chr21-116	   71.80	-	ENSG00000224141	MIR548XHG	intron|lncRNA	lncRNA	ncRNA	2	0.0001598299	3	3	3	3	2	2	1	1	0	3	0	2	0	0	1	0	24	1.386943e-05	4.457619e-06	0	0
chr21	 18729226	 18729246	chr21-757	   10.60	-	ENSG00000224141	MIR548XHG	intron|lncRNA	lncRNA	ncRNA	2	4.268927e-05	3	2	1	3	1	2	1	1	0	2	0	2	0	0	1	0	19	1.386943e-05	4.457619e-06	0	0
chr21	 22025280	 22025300	chr21-225	   30.80	-	ENSG00000233215	LINC01687	intron|lncRNA	lncRNA	ncRNA	2	9.041817e-05	2	3	3	3	1	2	1	0	1	3	1	2	0	0	0	2	24	0	8.915238e-06	0	2.903482e-06
chr21	 22058342	 22058362	chr21-393	   16.30	-	ENSG00000233215	LINC01687	intron|lncRNA	lncRNA	ncRNA	2	5.490879e-05	3	3	2	3	2	1	0	0	1	3	0	2	0	0	0	0	20	1.386943e-05	4.457619e-06	0	0
chr21	 22077067	 22077087	chr21-915	    7.49	-	ENSG00000233215	LINC01687	intron|lncRNA	lncRNA	ncRNA	2	2.164145e-05	2	2	2	0	1	1	0	0	0	2	0	2	0	0	0	0	12	0	4.457619e-06	1.910997e-06	0
chr21	 23391209	 23391229	chr21-231	   45.00	+				UnAn	UnAn	0	0.0001323284	2	2	3	3	2	2	2	1	1	2	2	2	0	2	1	3	30	0	0	3.821994e-06	2.903482e-06
chr21	 25736099	 25736119	chr21-908	    8.37	+	ENSG00000154727	GABPA	intron	intron	intron	1	2.326507e-05	2	3	1	2	1	1	0	0	0	1	0	2	0	0	1	0	14	0	4.457619e-06	1.910997e-06	0
chr21	 25771979	 25771999	chr21-425	   18.50	+	ENSG00000154727	GABPA	3'UTR	3'UTR	3'UTR	1	5.070505e-05	2	2	3	3	1	2	1	1	1	3	0	2	0	0	0	1	22	0	4.457619e-06	1.910997e-06	0
chr21	 25855798	 25855818	chr21-711	   11.90	+			unannotated	UnAn	UnAn	1	6.647618e-05	0	3	2	2	2	2	0	0	0	3	2	3	1	0	1	1	22	0	4.457619e-06	3.821994e-06	2.903482e-06
chr21	 25892049	 25892069	chr21-1739	    4.85	+			Other|unannotated	Other	Other	2	2.845943e-05	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	2	6	0	0	1.910997e-06	2.903482e-06
chr21	 26105067	 26105087	chr21-939	   11.50	+			Other|unannotated	Other	Other	2	5.158734e-05	1	1	1	0	1	1	1	0	0	3	1	2	0	1	1	2	16	0	0	1.910997e-06	2.903482e-06
chr21	 26166204	 26166224	chr21-650	   14.10	-	ENSG00000142192	APP	intron	intron	intron	1	4.948008e-05	3	3	2	3	0	0	0	0	1	0	0	2	1	0	1	0	16	0	0	1.910997e-06	2.903482e-06
chr21	 26235525	 26235545	chr21-20	  238.00	-	ENSG00000289899		intron|lncRNA	lncRNA	ncRNA	2	0.001169138	3	3	3	3	2	2	1	2	2	4	2	3	1	3	4	5	43	0	4.457619e-06	1.910997e-06	2.613134e-05
chr21	 26235852	 26235872	chr21-6	  245.90	-	ENSG00000289899		intron|lncRNA	lncRNA	ncRNA	2	0.0009803856	3	3	3	3	2	2	1	2	1	4	0	2	0	2	4	5	37	1.386943e-05	4.457619e-06	0	0
chr21	 28880927	 28880947	chr21-3134	    3.08	+			Other|unannotated	Other	Other	2	1.314093e-05	0	0	1	0	1	0	0	0	0	0	0	2	0	1	0	1	6	0	0	1.910997e-06	5.806965e-06
chr21	 28965813	 28965833	chr21-237	   31.30	-	ENSG00000198862	LTN1	downstream 10K|intron	intron	intron	2	8.888471e-05	3	3	2	3	2	2	0	0	1	3	0	2	0	0	2	1	24	0	0	1.910997e-06	5.806965e-06
chr21	 29391366	 29391386	chr21-593	   10.10	+	ENSG00000156273	BACH1	intron	intron	intron	1	4.275072e-05	1	3	1	3	1	1	1	0	1	0	1	2	0	0	0	0	15	1.386943e-05	4.457619e-06	0	0
chr21	 30628525	 30628545	chr21-3844	    2.64	+			downstream 10K	DS10K	DS10K	1	4.044975e-05	0	0	0	1	1	0	0	1	0	0	0	2	1	0	0	0	6	1.386943e-05	0	0	2.903482e-06
chr21	 30653426	 30653446	chr21-2904	    5.73	+			unannotated	UnAn	UnAn	1	2.32875e-05	0	2	1	2	0	1	0	1	0	0	1	2	0	0	0	0	10	0	4.457619e-06	0	2.903482e-06
chr21	 30667780	 30667800	chr21-582	   17.20	+			TE|unannotated	TE	TE	2	4.152654e-05	2	3	2	3	1	1	0	1	1	2	0	2	0	0	1	0	19	0	4.457619e-06	0	2.903482e-06
chr21	 30737839	 30737859	chr21-375	   33.50	+			unannotated	UnAn	UnAn	1	6.68159e-05	3	3	2	3	2	1	0	0	1	1	2	2	0	0	0	0	20	0	4.457619e-06	0	2.903482e-06
chr21	 30820719	 30820739	chr21-4884	    4.85	+			unannotated	UnAn	UnAn	1	1.127808e-05	0	3	0	2	0	1	0	0	0	0	0	2	0	0	0	0	8	0	0	1.910997e-06	2.903482e-06
chr21	 31671093	 31671113	chr21-5	  395.30	-	ENSG00000156304	SCAF4	3'UTR	3'UTR	3'UTR	1	0.001423322	3	3	3	3	2	2	2	1	3	4	2	4	0	2	3	6	43	1.386943e-05	8.915238e-06	3.821994e-05	1.451741e-05
chr21	 32718642	 32718662	chr21-1774	    5.29	-	ENSG00000159082	SYNJ1	intron	intron	intron	1	1.409651e-05	1	2	0	3	0	1	0	0	0	2	0	2	0	0	0	0	11	0	4.457619e-06	1.910997e-06	0
chr21	 32735198	 32735218	chr21-1366	    5.29	-	ENSG00000159086	PAXBP1	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	2.823981e-05	2	2	1	1	0	0	1	0	0	1	0	2	0	0	0	0	10	1.386943e-05	4.457619e-06	0	0
chr21	 32758490	 32758510	chr21-132	   46.70	-	ENSG00000159086	PAXBP1	intron	intron	intron	1	0.0001389229	3	2	3	3	2	1	1	1	2	3	1	2	0	0	1	0	25	1.386943e-05	4.457619e-06	0	0
chr21	 32760987	 32761007	chr21-2422	    3.53	-	ENSG00000159086	PAXBP1	intron|CDS_Retained_intron	CDS_RI	intron	2	1.469764e-05	3	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	7	0	4.457619e-06	0	2.903482e-06
chr21	 33531573	 33531593	chr21-855	   19.40	-	ENSG00000159131	GART	intron|CDS_Retained_intron	CDS_RI	intron	2	8.394306e-05	0	0	0	1	1	1	1	0	0	2	1	2	0	2	3	3	17	0	0	3.821994e-06	5.806965e-06
chr21	 33557978	 33557998	chr21-372	   20.30	+	ENSG00000159140	SON	3'UTR|intron	3'UTR	3'UTR	2	7.234427e-05	1	3	3	3	1	2	1	1	1	2	0	2	0	0	0	1	21	0	4.457619e-06	1.910997e-06	0
chr21	 33570855	 33570875	chr21-987	    7.93	+	ENSG00000159140	SON	downstream 10K|intron	intron	intron	2	4.796555e-05	1	2	1	2	1	1	1	0	0	1	0	2	1	0	0	0	13	1.386943e-05	0	1.910997e-06	0
chr21	 34098011	 34098031	chr21-48	   95.20	+	ENSG00000198743	SLC5A3	3'UTR|intron|lncRNA	3'UTR	3'UTR	3	0.0003035046	3	3	3	3	1	2	1	1	2	3	0	3	0	1	2	3	31	0	4.457619e-06	1.910997e-06	2.903482e-06
chr21	 34104010	 34104030	chr21-1070	    7.49	+	ENSG00000198743	SLC5A3	3'UTR|intron|lncRNA	3'UTR	3'UTR	3	6.80874e-05	0	1	2	1	1	1	1	0	0	1	0	2	0	0	0	2	12	1.386943e-05	4.457619e-06	0	0
chr21	 37080386	 37080406	chr21-270	   29.10	+	ENSG00000182670	TTC3	intron	intron	intron	1	0.0001110368	3	3	3	3	1	1	1	1	1	3	0	2	0	0	0	2	24	1.386943e-05	4.457619e-06	0	0
chr21	 37422670	 37422690	chr21-2195	    4.41	+	ENSG00000157540	DYRK1A	intron|TE	TE	TE	2	1.44283e-05	0	0	0	1	0	1	1	0	0	2	0	2	0	0	0	0	7	0	4.457619e-06	1.910997e-06	0
chr21	 37429115	 37429135	chr21-1503	    5.73	+	ENSG00000157540	DYRK1A	intron	intron	intron	1	3.453074e-05	2	0	0	1	1	1	1	1	0	2	1	2	0	0	0	1	13	0	4.457619e-06	1.910997e-06	0
chr21	 37495043	 37495063	chr21-468	   17.20	+	ENSG00000157540	DYRK1A	intron|TE|CDS_Retained_intron	TE	TE	3	6.406812e-05	3	3	2	3	2	1	1	0	1	1	2	2	0	0	0	0	21	1.386943e-05	4.457619e-06	0	0
chr21	 39264406	 39264426	chr21-1253	    6.17	-	ENSG00000185658	BRWD1	downstream 10K|intron	intron	intron	2	2.937849e-05	2	2	0	2	1	0	0	0	0	1	0	2	0	0	0	0	10	1.386943e-05	0	5.732992e-06	0
chr21	 42829963	 42829983	chr21-795	   11.00	-				UnAn	UnAn	0	5.226059e-05	1	3	2	2	0	1	0	1	1	1	0	2	0	0	0	0	14	2.773887e-05	0	0	2.903482e-06
chr21	 43098808	 43098828	chr21-196	   33.50	-	ENSG00000160201	U2AF1	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0001500401	3	3	3	3	2	2	2	1	2	3	1	2	0	0	1	0	28	0	0	1.910997e-06	2.903482e-06
chr21	 43414608	 43414628	chr21-297	   29.50	-	ENSG00000142178	SIK1	3'UTR	3'UTR	3'UTR	1	0.0001919646	2	3	3	2	2	1	0	1	2	2	2	2	0	0	3	5	30	0	4.457619e-06	1.910997e-06	0
chr21	 43695232	 43695252	chr21-165	   94.80	+	ENSG00000160208	RRP1B	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0003907796	3	3	3	3	1	2	1	1	1	3	1	2	1	2	1	4	32	0	0	1.910997e-06	2.903482e-06
chr21	 43757998	 43758018	chr21-12	  293.50	+	ENSG00000160209	PDXK	3'UTR|Other	3'UTR	3'UTR	2	0.0008347624	3	3	3	3	2	2	1	1	3	3	3	2	1	2	2	5	39	0	0	5.732992e-06	2.903482e-06
chr21	 45259654	 45259674	chr21-2301	   18.50	-			downstream 10K	DS10K	DS10K	1	5.424881e-05	1	2	0	0	2	2	1	0	1	1	1	2	0	1	1	0	15	0	4.457619e-06	0	8.710447e-06
chr22	 10772221	 10772241	chr22-1176	   10.10	-			unannotated	UnAn	UnAn	1	3.358526e-05	3	3	1	3	1	1	0	1	0	2	0	2	0	0	0	0	17	0	0	1.910997e-06	2.903482e-06
chr22	 11251039	 11251059	chr22-434	   15.00	-				UnAn	UnAn	0	0.00012723	1	0	0	1	1	1	1	0	0	0	2	2	0	2	1	3	15	0	0	3.821994e-06	2.903482e-06
chr22	 11251667	 11251687	chr22-19	  543.00	-				UnAn	UnAn	0	0.002014598	3	3	3	3	2	2	2	2	4	4	3	3	2	3	3	4	46	0	4.457619e-06	8.981687e-05	4.93592e-05
chr22	 11251843	 11251863	chr22-193	   24.70	-				UnAn	UnAn	0	0.0001865551	2	3	3	1	1	1	0	0	2	1	2	2	1	2	2	2	25	0	0	3.821994e-06	2.903482e-06
chr22	 11251932	 11251952	chr22-865	   17.60	-				UnAn	UnAn	0	8.668928e-05	1	2	2	3	1	2	1	0	0	0	3	2	1	1	1	2	22	0	0	7.643989e-06	5.806965e-06
chr22	 11252039	 11252059	chr22-167	   36.60	-				UnAn	UnAn	0	0.0001184745	0	3	3	1	1	1	0	1	1	2	2	2	1	2	3	0	23	0	0	5.732992e-06	2.903482e-06
chr22	 11252189	 11252209	chr22-714	   15.00	-				UnAn	UnAn	0	0.0001107882	0	0	1	0	1	2	2	1	0	0	0	2	3	2	1	0	15	0	0	1.910997e-06	5.806965e-06
chr22	 11629624	 11629644	chr22-236	   36.60	+			unannotated	UnAn	UnAn	1	0.0001234228	3	2	3	3	1	2	1	1	0	3	3	3	1	3	1	1	31	0	4.457619e-06	5.732992e-06	2.903482e-06
chr22	 11629768	 11629788	chr22-627	   19.80	+			unannotated	UnAn	UnAn	1	7.107742e-05	0	2	2	0	1	2	1	0	0	2	2	2	0	2	0	1	17	0	0	3.821994e-06	1.161393e-05
chr22	 11630204	 11630224	chr22-312	   22.00	+			unannotated	UnAn	UnAn	1	0.0001546482	1	1	1	1	1	1	1	1	2	1	2	2	3	2	1	0	21	0	0	5.732992e-06	2.903482e-06
chr22	 11630394	 11630414	chr22-69	   55.10	+			unannotated	UnAn	UnAn	1	0.000393721	1	1	3	3	1	2	2	1	2	5	2	3	1	2	2	1	32	0	4.457619e-06	9.554986e-06	1.451741e-05
chr22	 11630718	 11630738	chr22-16	  428.40	+			unannotated	UnAn	UnAn	1	0.001812516	3	3	3	3	2	2	2	2	3	5	2	3	3	3	3	4	46	0	4.457619e-06	5.350792e-05	2.613134e-05
chr22	 15341049	 15341069	chr22-4719	    2.64	-	ENSG00000184624	ZNF72BP	intron	intron	intron	1	2.293877e-05	0	1	0	0	0	1	0	1	0	1	0	2	0	0	0	0	6	1.386943e-05	4.457619e-06	0	0
chr22	 17981523	 17981543	chr22-98	   41.40	-	ENSG00000243156	MICAL3	intron	intron	intron	1	0.0001005861	3	3	2	3	1	2	2	0	1	3	1	2	0	0	2	0	25	0	0	1.910997e-06	2.903482e-06
chr22	 17997918	 17997938	chr22-371	   16.30	-	ENSG00000243156	MICAL3	intron	intron	intron	1	5.624722e-05	3	3	3	2	0	1	1	0	0	1	0	2	0	0	1	0	17	0	4.457619e-06	1.146598e-05	0
chr22	 19445079	 19445099	chr22-3752	    3.97	-	ENSG00000100084	HIRA	downstream 10K|intron	intron	intron	2	3.181612e-05	1	1	0	2	0	1	1	0	0	2	0	2	0	0	0	0	10	1.386943e-05	8.915238e-06	0	0
chr22	 19502330	 19502350	chr22-1909	    5.73	+	ENSG00000093009	CDC45	downstream 10K|intron	intron	intron	2	3.486537e-05	2	1	1	1	2	1	1	1	0	2	0	2	0	0	0	0	14	1.386943e-05	0	0	2.903482e-06
chr22	 20127144	 20127164	chr22-7	  331.00	+	ENSG00000099901	RANBP1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001104924	3	3	3	3	2	2	2	1	2	4	1	2	2	0	3	4	37	0	0	5.732992e-06	5.806965e-06
chr22	 20127211	 20127231	chr22-4	 1288.20	+	ENSG00000099901	RANBP1	3'UTR	3'UTR	3'UTR	1	0.00395833	3	3	3	3	2	2	2	2	2	5	2	2	3	3	3	6	46	0	0	3.821994e-06	2.903482e-06
chr22	 20911139	 20911159	chr22-1399	    5.73	+				UnAn	UnAn	0	6.621646e-05	0	0	0	0	1	1	0	0	1	0	2	2	0	1	2	0	10	0	0	1.910997e-06	2.903482e-06
chr22	 20950067	 20950087	chr22-305	   16.30	+	ENSG00000099942	CRKL	3'UTR|intron	3'UTR	3'UTR	2	5.450184e-05	2	3	3	2	1	2	0	0	1	3	0	2	0	0	0	0	19	1.386943e-05	4.457619e-06	0	0
chr22	 20950349	 20950369	chr22-20	  217.30	+	ENSG00000099942	CRKL	3'UTR|intron|Other	3'UTR	3'UTR	3	0.0007669436	3	3	3	3	2	2	1	1	2	4	1	2	0	3	2	5	37	0	0	1.910997e-06	8.710447e-06
chr22	 21835430	 21835450	chr22-246	   33.90	-	ENSG00000100030	MAPK1	intron	intron	intron	1	0.0001487847	3	3	3	3	1	1	1	0	2	2	0	2	0	0	0	0	21	2.773887e-05	4.457619e-06	0	0
chr22	 24309882	 24309902	chr22-154	   27.30	+	ENSG00000100014	SPECC1L	intron	intron	intron	1	7.281117e-05	3	3	3	2	1	1	0	0	0	1	1	2	0	0	2	0	19	0	4.457619e-06	0	2.903482e-06
chr22	 27558984	 27559004	chr22-6044	    2.20	+			TE|unannotated	TE	TE	2	8.936028e-06	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	5	0	0	1.910997e-06	2.903482e-06
chr22	 27853151	 27853171	chr22-35	   87.70	-	ENSG00000180957	PITPNB	3'UTR	3'UTR	3'UTR	1	0.0003112703	3	3	3	3	2	2	1	1	3	3	0	2	0	2	0	3	31	0	4.457619e-06	1.910997e-06	0
chr22	 27908766	 27908786	chr22-1668	    5.29	-	ENSG00000180957	PITPNB	intron|CDS_Retained_intron	CDS_RI	intron	2	2.025448e-05	1	1	2	1	0	1	1	0	0	1	0	2	0	0	0	0	10	0	8.915238e-06	1.910997e-06	0
chr22	 27909587	 27909607	chr22-672	   17.60	-	ENSG00000180957	PITPNB	intron|CDS_Retained_intron	CDS_RI	intron	2	8.919161e-05	2	2	2	3	1	1	1	1	1	1	0	2	0	0	0	1	18	1.386943e-05	4.457619e-06	0	0
chr22	 28345728	 28345748	chr22-3932	    2.64	-	ENSG00000100154	TTC28	intron	intron	intron	1	2.262798e-05	1	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	6	1.386943e-05	0	0	2.903482e-06
chr22	 28382627	 28382647	chr22-932	    7.05	-	ENSG00000100154	TTC28	intron	intron	intron	1	2.626212e-05	3	2	1	2	1	1	1	1	1	2	0	2	0	0	0	0	17	0	4.457619e-06	0	2.903482e-06
chr22	 28523051	 28523071	chr22-1772	    4.85	-	ENSG00000100154	TTC28	intron	intron	intron	1	2.48671e-05	1	2	1	3	1	1	0	0	0	0	0	2	0	0	0	0	11	1.386943e-05	0	1.910997e-06	0
chr22	 28547800	 28547820	chr22-36	   97.00	-	ENSG00000100154	TTC28	intron	intron	intron	1	0.0002313661	3	3	3	3	1	1	1	1	2	3	2	3	0	0	1	0	27	1.386943e-05	8.915238e-06	9.554986e-06	0
chr22	 28549744	 28549764	chr22-606	   13.20	-	ENSG00000100154	TTC28	intron	intron	intron	1	2.924301e-05	2	3	2	3	1	1	1	0	0	3	0	2	0	0	0	0	18	0	0	1.910997e-06	2.903482e-06
chr22	 28624968	 28624988	chr22-1163	    7.49	-	ENSG00000100154	TTC28	intron	intron	intron	1	5.347569e-05	3	2	0	1	1	2	0	2	1	2	1	3	0	0	0	0	18	1.386943e-05	4.457619e-06	1.910997e-06	0
chr22	 28788988	 28789008	chr22-23	  114.60	+	ENSG00000159873	CCDC117	3'UTR|Other	3'UTR	3'UTR	2	0.0004512222	3	3	3	3	2	2	1	0	1	3	1	2	0	1	3	4	32	0	0	1.910997e-06	8.710447e-06
chr22	 28922294	 28922314	chr22-623	   11.90	+	ENSG00000183579	ZNRF3	intron	intron	intron	1	3.493795e-05	3	2	2	2	1	1	0	0	1	1	0	2	0	0	0	0	15	0	8.915238e-06	1.910997e-06	0
chr22	 29274704	 29274724	chr22-57	   64.30	+	ENSG00000182944	EWSR1	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0003509279	3	3	3	3	2	2	1	1	3	3	2	2	0	1	3	1	33	0	8.915238e-06	3.821994e-06	0
chr22	 29276387	 29276407	chr22-1026	    8.81	+	ENSG00000182944	EWSR1	intron|CDS_Retained_intron	CDS_RI	intron	2	3.781866e-05	2	2	1	2	1	1	1	0	0	1	1	2	0	0	0	0	14	1.386943e-05	4.457619e-06	0	0
chr22	 29291683	 29291703	chr22-50	   64.30	+	ENSG00000182944	EWSR1	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0002996359	3	3	3	3	2	2	1	1	3	5	1	3	0	1	1	2	34	0	4.457619e-06	1.910997e-06	2.903482e-06
chr22	 29300214	 29300234	chr22-603	   11.50	+	ENSG00000182944	EWSR1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	6.72216e-05	3	3	2	3	0	1	0	1	0	2	0	2	0	1	0	2	20	0	4.457619e-06	1.910997e-06	0
chr22	 29500126	 29500146	chr22-649	   11.50	-			downstream 10K	DS10K	DS10K	1	3.254441e-05	2	2	3	3	1	1	0	0	1	3	0	2	0	0	1	0	19	0	4.457619e-06	0	2.903482e-06
chr22	 29964348	 29964368	chr22-250	   21.20	+	ENSG00000100330	MTMR3	intron|Other	Other	Other	2	7.177924e-05	3	3	1	2	1	1	1	1	1	3	2	2	0	0	0	0	21	1.386943e-05	4.457619e-06	0	0
chr22	 30904408	 30904428	chr22-942	    7.93	-			unannotated	UnAn	UnAn	1	3.727777e-05	1	3	1	1	0	1	0	0	0	1	0	3	0	0	0	0	11	1.386943e-05	8.915238e-06	1.910997e-06	0
chr22	 30976302	 30976322	chr22-323	   35.70	+	ENSG00000253352	TUG1	3'UTR	3'UTR	3'UTR	1	0.0001046367	3	3	3	3	1	2	1	1	1	3	1	2	0	0	0	2	26	0	4.457619e-06	1.910997e-06	0
chr22	 31957522	 31957542	chr22-2123	    5.29	+	ENSG00000128245	YWHAH	3'UTR	3'UTR	3'UTR	1	6.9971e-05	1	1	3	1	0	1	1	0	1	0	0	2	0	0	0	3	14	1.386943e-05	4.457619e-06	0	0
chr22	 32476410	 32476430	chr22-1144	    7.49	+	ENSG00000100225	FBXO7	intron|CDS_Retained_intron	CDS_RI	intron	2	2.295634e-05	1	2	1	2	1	1	0	0	1	1	0	2	0	0	1	0	13	0	0	1.910997e-06	2.903482e-06
chr22	 32490109	 32490129	chr22-827	   11.00	+	ENSG00000100225	FBXO7	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	4.792353e-05	2	2	2	2	1	1	1	1	0	1	1	2	0	0	0	0	16	1.386943e-05	4.457619e-06	0	0
chr22	 33842896	 33842916	chr22-185	   22.90	-	ENSG00000133424	LARGE1	intron	intron	intron	1	8.276541e-05	2	3	3	3	1	1	0	0	1	1	0	3	0	1	1	0	20	1.386943e-05	4.457619e-06	5.732992e-06	0
chr22	 33915463	 33915483	chr22-5806	    2.20	-	ENSG00000133424	LARGE1	intron	intron	intron	1	6.719849e-06	0	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	5	0	0	1.910997e-06	2.903482e-06
chr22	 35836250	 35836270	chr22-1965	    4.85	-	ENSG00000100320	RBFOX2	intron|CDS_Retained_intron	CDS_RI	intron	2	2.053482e-05	1	3	0	2	0	0	0	0	0	2	1	2	0	0	0	0	11	0	4.457619e-06	0	2.903482e-06
