chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NES_E_M_1	NES_E_M_2	NES_E_M_3	NES_E_M_4
chr12	 20554139	 20554159	chr12-638	   27.30	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	0.000194288	3	3	3	3	2	2	1	0	2	4	1	0	2	0	2	5	33	0	1.986373e-05	0	9.480021e-06
chr12	 22660023	 22660043	chr12-3731	    7.93	+	ENSG00000139163	ETNK1	downstream 10K|intron|Other|CDS_Retained_intron	Other	Other	4	7.7161e-05	3	2	1	1	2	1	2	0	0	0	2	0	2	0	2	1	19	2.643335e-05	0	0	9.480021e-06
chr12	 25208145	 25208165	chr12-146	  129.10	-	ENSG00000133703	KRAS	3'UTR	3'UTR	3'UTR	1	0.0003781361	3	3	3	3	2	2	0	1	1	3	1	4	2	0	1	4	33	0	1.986373e-05	0	9.480021e-06
chr12	 30844312	 30844332	chr12-6418	   63.50	-			unannotated	UnAn	UnAn	1	0.0005095006	3	3	3	3	2	2	2	1	1	3	2	3	2	0	1	2	33	2.643335e-05	1.986373e-05	0	0
chr12	 32726038	 32726058	chr12-221	  224.30	-				UnAn	UnAn	0	0.000613082	3	3	3	3	2	2	1	1	2	3	0	1	3	2	3	4	36	0	1.986373e-05	8.744316e-06	9.480021e-06
chr12	 38161472	 38161492	chr12-339	  125.60	-	ENSG00000199843	RNA5SP358		UnAn	UnAn	0	0.0004025689	2	3	2	3	2	2	2	1	1	3	4	2	2	2	2	0	33	0	0	2.623295e-05	9.480021e-06
chr12	 46359070	 46359090	chr12-2	 1491.40	-	ENSG00000134294	SLC38A2	3'UTR	3'UTR	3'UTR	1	0.004293033	3	3	3	3	2	2	2	2	3	4	4	4	3	3	4	7	52	2.643335e-05	3.972747e-05	0	9.480021e-06
chr12	 46360919	 46360939	chr12-1	 1195.20	-	ENSG00000134294	SLC38A2	3'UTR	3'UTR	3'UTR	1	0.004245885	3	3	3	3	2	2	2	2	3	5	4	3	3	3	3	6	50	2.643335e-05	1.986373e-05	0	9.480021e-06
chr12	 46456961	 46456981	chr12-946	   27.80	+	ENSG00000257261	SLC38A4-AS1	intron|lncRNA	lncRNA	ncRNA	2	9.963824e-05	3	3	3	3	1	1	2	0	2	2	0	0	2	0	0	0	22	2.643335e-05	0	8.744316e-06	0
chr12	 48147907	 48147927	chr12-389	   40.50	-	ENSG00000177981	ASB8	3'UTR	3'UTR	3'UTR	1	0.0001662019	1	3	3	3	2	1	0	0	1	2	0	0	2	0	0	3	21	2.643335e-05	3.972747e-05	0	0
chr12	 53414210	 53414230	chr12-318	   65.20	+	ENSG00000185591	SP1	3'UTR	3'UTR	3'UTR	1	0.0002905833	3	3	3	3	2	2	1	1	1	4	0	0	2	0	3	4	32	0	1.986373e-05	0	9.480021e-06
chr12	 53479616	 53479636	chr12-42	  390.00	+	ENSG00000197111	PCBP2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001207878	3	3	3	3	2	2	1	1	2	3	4	1	2	2	2	4	38	5.28667e-05	3.972747e-05	0	0
chr12	 53479690	 53479710	chr12-5	 1603.30	+	ENSG00000197111	PCBP2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.007936304	3	3	3	3	2	2	2	2	3	5	4	4	3	4	4	7	54	5.28667e-05	5.95912e-05	0	4.74001e-05
chr12	 53479812	 53479832	chr12-138	   91.70	+	ENSG00000197111	PCBP2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0003942913	2	3	3	3	2	1	1	1	2	5	2	0	2	1	1	3	32	0	5.95912e-05	0	9.480021e-06
chr12	 54284816	 54284836	chr12-4	  867.30	+	ENSG00000135486	HNRNPA1	3'UTR|intron|lncRNA|CDS_Retained_intron	3'UTR	3'UTR	4	0.003282694	3	3	3	3	2	2	2	2	2	4	4	4	2	3	4	5	48	5.28667e-05	7.945494e-05	0	0
chr12	 56596750	 56596770	chr12-21	  520.90	-	ENSG00000076108	BAZ2A	3'UTR	3'UTR	3'UTR	1	0.001889111	3	3	3	3	2	2	2	2	2	4	3	3	2	4	3	6	47	0	3.972747e-05	0	9.480021e-06
chr12	 56645033	 56645053	chr12-208	  109.70	-	ENSG00000110955	ATP5F1B	intron|snoRNA	snoRNA	snoRNA	2	0.0005123372	3	3	3	2	2	2	2	2	2	3	4	3	2	2	2	0	37	0	0	8.744316e-06	1.896004e-05
chr12	 59779759	 59779779	chr12-82	   92.10	+	ENSG00000118596	SLC16A7	3'UTR	3'UTR	3'UTR	1	0.0006480935	3	3	3	3	2	2	2	1	3	4	1	1	2	1	2	5	38	0	3.972747e-05	8.744316e-06	0
chr12	 62850850	 62850870	chr12-23889	    2.64	-	ENSG00000111110	PPM1H	intron|snRNA	snRNA	ncRNA	2	5.481584e-05	0	0	0	0	0	1	0	0	1	0	0	1	2	0	0	0	5	2.643335e-05	1.986373e-05	0	0
chr12	 76046098	 76046118	chr12-836	   26.00	-	ENSG00000187109	NAP1L1	3'UTR	3'UTR	3'UTR	1	0.0001463981	1	3	3	3	0	2	1	1	0	4	0	1	2	0	1	1	23	2.643335e-05	1.986373e-05	0	0
chr12	 76048081	 76048101	chr12-18	  541.60	-	ENSG00000187109	NAP1L1	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.001547613	3	3	3	3	2	2	1	2	2	4	1	3	4	2	4	6	45	2.643335e-05	1.986373e-05	8.744316e-06	9.480021e-06
chr12	 76983966	 76983986	chr12-56	  209.80	-				UnAn	UnAn	0	0.0007126146	3	3	3	3	2	2	2	2	2	4	1	3	2	1	1	3	37	2.643335e-05	3.972747e-05	0	0
chr12	 85467032	 85467052	chr12-448	   33.50	+			unannotated	UnAn	UnAn	1	9.786375e-05	3	3	2	3	1	2	1	0	0	2	0	0	2	0	1	0	20	2.643335e-05	0	0	9.480021e-06
chr12	 88197284	 88197304	chr12-23	  227.00	+	ENSG00000139324	TMTC3	3'UTR|Other	3'UTR	3'UTR	2	0.000915183	3	3	3	3	2	2	2	2	2	4	2	2	2	3	4	4	43	2.643335e-05	1.986373e-05	0	0
chr12	 91721804	 91721824	chr12-2514	   11.00	+			Other|unannotated	Other	Other	2	4.684652e-05	2	3	2	3	1	2	0	1	1	2	1	1	2	0	0	0	21	0	0	8.744316e-06	9.480021e-06
chr12	 96036055	 96036075	chr12-1380	  150.30	+			tRNA	tRNA	ncRNA	1	0.0007882081	3	3	3	3	2	2	2	2	2	5	3	2	2	2	2	3	41	2.643335e-05	5.95912e-05	0	0
chr12	101796473	101796493	chr12-2793	   47.20	-	ENSG00000111670	GNPTAB	downstream 10K|intron|snRNA	snRNA	ncRNA	3	0.0001803734	1	1	1	2	1	1	0	1	0	0	2	1	2	2	2	2	19	0	0	2.623295e-05	9.480021e-06
chr12	101796473	101796493	chr12-2793	   47.20	-	ENSG00000111670	GNPTAB	downstream 10K|intron|snRNA	snRNA	ncRNA	3	0.0001803734	1	1	1	2	1	1	0	1	0	0	2	1	2	2	2	2	19	0	0	2.623295e-05	9.480021e-06
chr12	103926136	103926156	chr12-8157	    6.17	-	ENSG00000214198	TTC41P	intron	intron	intron	1	3.947058e-05	0	0	0	1	1	1	0	0	0	0	1	0	2	1	1	0	8	0	0	8.744316e-06	1.896004e-05
chr12	104125259	104125279	chr12-250	  201.00	+	ENSG00000199415	RNA5SP370		UnAn	UnAn	0	0.0007969663	3	3	3	3	2	2	2	2	3	3	3	4	3	2	2	1	41	5.28667e-05	0	8.744316e-06	9.480021e-06
chr12	104350017	104350037	chr12-16	  388.30	+	ENSG00000198431	TXNRD1	3'UTR|Other	3'UTR	3'UTR	2	0.001119483	3	3	3	3	2	2	1	1	2	4	2	2	2	1	2	5	38	2.643335e-05	0	0	9.480021e-06
chr12	108645212	108645232	chr12-3	 1429.20	-	ENSG00000110880	CORO1C	3'UTR	3'UTR	3'UTR	1	0.005221597	3	3	3	3	2	2	1	2	4	5	4	3	3	3	5	6	52	7.930004e-05	7.945494e-05	8.744316e-06	0
chr12	108646978	108646998	chr12-125	   98.30	-	ENSG00000110880	CORO1C	3'UTR|intron	3'UTR	3'UTR	2	0.0003894232	2	3	3	3	2	2	1	0	1	4	0	2	2	0	2	4	31	2.643335e-05	0	8.744316e-06	0
chr12	119687780	119687800	chr12-68	  118.10	-	ENSG00000122966	CIT	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0005054117	3	3	3	3	2	2	1	1	2	5	3	2	2	0	2	4	38	2.643335e-05	0	0	8.532019e-05
chr12	127165959	127165979	chr12-220	  102.20	-				UnAn	UnAn	0	0.0006823701	3	3	3	3	2	2	2	2	2	4	3	3	2	3	3	3	43	0	0	5.24659e-05	1.896004e-05
chr13	 27255092	 27255112	chr13-127	   96.10	+	ENSG00000122026	RPL21	intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	3	0.0002962661	3	3	3	3	2	1	1	1	1	2	2	2	2	2	0	1	29	0	0	1.748863e-05	1.896004e-05
chr13	 93350900	 93350920	chr13-123	   37.90	+	ENSG00000183098	GPC6	intron	intron	intron	1	0.0001060976	3	3	3	3	1	1	1	1	1	3	0	2	2	0	1	0	25	0	0	8.744316e-06	9.480021e-06
chr13	 93350900	 93350920	chr13-123	   37.90	+	ENSG00000183098	GPC6	intron	intron	intron	1	0.0001060976	3	3	3	3	1	1	1	1	1	3	0	2	2	0	1	0	25	0	0	8.744316e-06	9.480021e-06
chr13	 94091969	 94091989	chr13-1386	   10.10	+	ENSG00000183098	GPC6	intron	intron	intron	1	5.230751e-05	2	3	1	3	1	2	0	0	1	1	0	0	2	0	0	0	16	0	1.986373e-05	8.744316e-06	0
chr13	 94091969	 94091989	chr13-1386	   10.10	+	ENSG00000183098	GPC6	intron	intron	intron	1	5.230751e-05	2	3	1	3	1	2	0	0	1	1	0	0	2	0	0	0	16	0	1.986373e-05	8.744316e-06	0
chr13	106543883	106543903	chr13-3	  229.60	-	ENSG00000134884	ARGLU1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0007196342	3	3	3	3	2	2	2	2	1	4	3	2	2	1	2	4	39	2.643335e-05	0	0	9.480021e-06
chr13	109424227	109424247	chr13-82	   54.20	-	ENSG00000289901		lncRNA	lncRNA	ncRNA	1	0.0002605051	2	3	3	3	2	2	2	2	1	4	3	2	2	2	3	1	37	0	1.986373e-05	1.748863e-05	0
chr14	 16055218	 16055238	chr14-1319	   18.10	+				UnAn	UnAn	0	0.0002077538	2	1	0	0	2	1	1	0	1	1	3	1	3	3	2	0	21	0	1.986373e-05	8.744316e-06	9.480021e-06
chr14	 16055368	 16055388	chr14-361	   35.70	+				UnAn	UnAn	0	0.0001361904	2	3	2	2	1	2	1	1	0	0	2	2	2	2	2	0	24	0	0	1.748863e-05	9.480021e-06
chr14	 16055739	 16055759	chr14-26	  450.00	+				UnAn	UnAn	0	0.001848591	3	3	3	3	2	2	2	2	3	5	2	2	2	3	3	1	41	0	0	0.0001136761	2.844006e-05
chr14	 19000118	 19000138	chr14-165	  220.80	+	ENSG00000222036	POTEM	3'UTR	3'UTR	3'UTR	1	0.001289761	3	3	3	3	2	2	2	1	2	4	2	1	2	4	5	5	44	5.28667e-05	1.986373e-05	0	0
chr14	 19401638	 19401658	chr14-139	  221.70	-			downstream 10K	DS10K	DS10K	1	0.001050249	3	3	3	3	2	2	2	1	2	3	2	0	2	4	4	4	40	0.0001057334	3.972747e-05	0	0
chr14	 23326116	 23326136	chr14-36	  192.20	+	ENSG00000100836	PABPN1	3'UTR	3'UTR	3'UTR	1	0.001280698	3	3	3	3	2	2	2	1	3	4	3	4	2	4	5	5	49	0	3.972747e-05	0	9.480021e-06
chr14	 30618379	 30618399	chr14-129	   81.10	+	ENSG00000092140	G2E3	3'UTR	3'UTR	3'UTR	1	0.0003286169	3	3	3	3	2	2	1	1	3	4	3	3	2	0	0	3	36	2.643335e-05	3.972747e-05	0	0
chr14	 30618379	 30618399	chr14-129	   81.10	+	ENSG00000092140	G2E3	3'UTR	3'UTR	3'UTR	1	0.0003286169	3	3	3	3	2	2	1	1	3	4	3	3	2	0	0	3	36	2.643335e-05	3.972747e-05	0	0
chr14	 30710152	 30710172	chr14-59	  105.30	+	ENSG00000092108	SCFD1	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0003568742	3	3	3	3	2	2	2	2	1	4	2	3	2	0	1	2	35	2.643335e-05	0	8.744316e-06	0
chr14	 30894109	 30894129	chr14-47	   92.10	-	ENSG00000196792	STRN3	3'UTR	3'UTR	3'UTR	1	0.0005738027	3	3	3	3	2	2	1	2	2	4	3	3	2	2	2	5	42	0	1.986373e-05	3.497726e-05	0
chr14	 30932450	 30932470	chr14-1325	   14.50	-	ENSG00000196792	STRN3	intron	intron	intron	1	7.518909e-05	2	3	2	3	2	2	1	1	0	1	1	0	2	0	1	2	23	0	0	8.744316e-06	9.480021e-06
chr14	 31293271	 31293291	chr14-101	   74.90	-	ENSG00000129493	HEATR5A	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0002867502	3	3	3	3	2	2	1	1	1	3	1	0	2	0	1	2	28	2.643335e-05	0	8.744316e-06	0
chr14	 32092471	 32092491	chr14-10	  479.90	+	ENSG00000100852	ARHGAP5	CDS|intron	CDS	CDS	2	0.002346939	3	3	3	3	2	2	2	2	4	3	3	4	3	4	5	6	52	2.643335e-05	5.95912e-05	0	9.480021e-06
chr14	 32118628	 32118648	chr14-196	   43.60	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0001759828	3	3	3	3	1	2	2	1	2	4	1	1	2	0	1	0	29	2.643335e-05	1.986373e-05	0	0
chr14	 32155940	 32155960	chr14-62	  186.40	+	ENSG00000100852	ARHGAP5	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0006982859	3	3	3	3	2	2	1	2	2	5	0	3	2	1	2	5	39	5.28667e-05	3.972747e-05	0	0
chr14	 32157836	 32157856	chr14-2	  934.30	+	ENSG00000100852	ARHGAP5	3'UTR|Other	3'UTR	3'UTR	2	0.002920397	3	3	3	3	2	2	2	2	2	4	4	4	2	3	3	6	48	0.0001057334	3.972747e-05	0	0
chr14	 32202078	 32202098	chr14-119	   57.70	+	ENSG00000201654	RNU6-7	snRNA	snRNA	ncRNA	1	0.0003283915	3	3	3	1	1	2	1	1	1	2	2	2	3	2	2	2	31	2.643335e-05	0	2.623295e-05	9.480021e-06
chr14	 32203216	 32203236	chr14-192	   51.10	-	ENSG00000202337	RNU6-8	snRNA	snRNA	ncRNA	1	0.0002221892	3	2	3	2	2	2	2	1	2	3	2	2	2	2	0	0	30	0	0	2.623295e-05	9.480021e-06
chr14	 34556255	 34556275	chr14-453	   29.10	-	ENSG00000206588	RNU1-28P	downstream 10K|snRNA	snRNA	ncRNA	2	0.0001592582	3	3	2	0	2	2	1	1	0	3	2	2	2	2	0	2	27	2.643335e-05	0	8.744316e-06	0
chr14	 35820482	 35820502	chr14-385	   92.50	+				UnAn	UnAn	0	0.000416637	3	3	3	3	1	2	2	0	1	3	1	0	3	2	2	4	33	2.643335e-05	1.986373e-05	8.744316e-06	0
chr14	 43300765	 43300785	chr14-5	  468.00	+				UnAn	UnAn	0	0.002210898	3	3	3	3	2	2	2	2	2	5	4	4	3	4	4	7	53	5.28667e-05	1.986373e-05	3.497726e-05	0
chr14	 47789167	 47789187	chr14-1184	   13.70	-	ENSG00000259129	LINC00648	intron|lncRNA	lncRNA	ncRNA	2	7.335355e-05	2	2	1	3	2	1	1	1	0	3	0	0	2	0	0	0	18	2.643335e-05	1.986373e-05	0	0
chr14	 52774612	 52774632	chr14-65	   82.40	+	ENSG00000198252	STYX	3'UTR|Other	3'UTR	3'UTR	2	0.0002433981	3	3	3	3	1	2	1	0	1	3	1	0	2	0	1	1	25	0	1.986373e-05	0	9.480021e-06
chr14	 61936429	 61936449	chr14-3305	   34.40	-			unannotated	UnAn	UnAn	1	0.0006204388	3	2	2	3	2	2	1	1	2	1	1	3	2	2	1	2	30	0	1.986373e-05	0	9.480021e-06
chr14	 64523992	 64524012	chr14-113	   49.40	+	ENSG00000126804	ZBTB1	3'UTR|intron	3'UTR	3'UTR	2	0.0002066689	2	3	3	3	1	2	1	1	1	3	2	2	2	2	0	3	31	2.643335e-05	0	8.744316e-06	0
chr14	 69380304	 69380324	chr14-15	  146.80	-	ENSG00000100632	ERH	3'UTR	3'UTR	3'UTR	1	0.0009304484	3	3	3	3	2	2	2	2	2	4	3	2	2	3	3	5	44	2.643335e-05	0	0	9.480021e-06
chr14	 89585731	 89585751	chr14-216	   88.60	+				UnAn	UnAn	0	0.000372279	3	2	3	3	2	2	1	1	2	3	0	1	2	1	0	2	28	2.643335e-05	5.95912e-05	0	0
chr14	 96565726	 96565746	chr14-91	   89.00	+	ENSG00000090060	PAPOLA	3'UTR	3'UTR	3'UTR	1	0.0005215828	2	3	3	3	1	2	1	1	2	4	1	1	2	0	2	3	31	5.28667e-05	1.986373e-05	0	0
chr14	106636695	106636715	chr14-197	  175.00	+	ENSG00000199480	RNA5SP389		UnAn	UnAn	0	0.0008038433	3	3	3	3	2	2	2	2	2	5	3	3	4	2	2	3	44	2.643335e-05	1.986373e-05	4.372158e-05	1.896004e-05
chr15	 34462432	 34462452	chr15-660	  107.50	+			TE|unannotated	TE	TE	2	0.0005281538	0	0	0	0	2	2	1	1	2	4	3	4	2	4	3	2	30	2.643335e-05	3.972747e-05	0	0
chr15	 43602571	 43602591	chr15-7432	    9.25	+	ENSG00000222398	RNU6-554P	downstream 10K|intron|snRNA	snRNA	ncRNA	3	4.90375e-05	0	0	0	0	1	1	0	1	0	0	0	0	2	2	1	0	8	0	0	1.748863e-05	9.480021e-06
chr15	 43702392	 43702412	chr15-3375	   15.40	+	ENSG00000201136	RNU6-353P	downstream 10K|snRNA	snRNA	ncRNA	2	5.32995e-05	0	0	0	0	1	1	0	1	0	0	1	0	2	2	1	0	9	0	0	8.744316e-06	9.480021e-06
chr15	 43988572	 43988592	chr15-29	  237.10	-	ENSG00000171877	FRMD5	intron	intron	intron	1	0.001020331	2	3	3	3	2	2	1	1	2	3	1	1	2	3	2	3	34	0.0001321667	3.972747e-05	0	0
chr15	 43988812	 43988832	chr15-369	  177.20	-	ENSG00000171877	FRMD5	intron	intron	intron	1	0.0008625775	3	3	3	3	2	2	1	2	3	4	2	2	2	4	3	4	43	0	1.986373e-05	0	9.480021e-06
chr15	 43989005	 43989025	chr15-19	  256.10	-	ENSG00000171877	FRMD5	intron	intron	intron	1	0.001282011	3	3	3	3	2	2	1	1	2	4	4	3	2	3	4	5	45	7.930004e-05	1.986373e-05	0	0
chr15	 58596061	 58596081	chr15-14	  146.80	-	ENSG00000137845	ADAM10	3'UTR	3'UTR	3'UTR	1	0.0008927362	3	3	3	3	2	2	1	1	1	4	3	3	2	3	2	5	41	5.28667e-05	3.972747e-05	0	0
chr15	 58596478	 58596498	chr15-1017	   13.20	-	ENSG00000137845	ADAM10	3'UTR	3'UTR	3'UTR	1	0.0001111274	1	1	3	3	1	1	1	0	1	2	0	0	2	1	0	1	18	2.643335e-05	1.986373e-05	0	0
chr15	 74596811	 74596831	chr15-3	  367.60	+	ENSG00000179361	ARID3B	3'UTR	3'UTR	3'UTR	1	0.00140143	3	3	3	3	2	2	1	2	2	4	3	3	2	2	4	6	45	2.643335e-05	1.986373e-05	0	0
chr15	 89335110	 89335130	chr15-1245	   56.40	+	ENSG00000261441	POLG-DT	tRNA|lncRNA	lncRNA	ncRNA	2	0.0004995644	3	3	3	3	2	2	1	2	1	2	1	2	2	2	4	0	33	5.28667e-05	9.931867e-05	0	0
chr16	  2155028	  2155048	chr16-82	   89.00	-	ENSG00000206630	SNORD60	intron|lncRNA|snoRNA	lncRNA	ncRNA	3	0.0005145287	3	3	2	1	2	2	2	2	2	3	4	3	2	2	1	0	34	0	0	8.744316e-06	9.480021e-06
chr16	  3150720	  3150740	chr16-5192	    8.81	+			downstream 10K|tRNA	tRNA	ncRNA	2	9.292867e-05	1	0	1	0	1	2	1	0	1	0	1	0	2	2	0	0	12	0	1.986373e-05	2.623295e-05	0
chr16	  3371982	  3372002	chr16-264	  175.40	-				UnAn	UnAn	0	0.0006662409	3	3	3	3	2	2	2	2	2	5	4	3	2	2	2	1	41	0	0	8.744316e-06	9.480021e-06
chr16	 11872363	 11872383	chr16-45	   65.70	-	ENSG00000103342	GSPT1	3'UTR	3'UTR	3'UTR	1	0.0003858306	2	3	3	3	2	2	1	1	1	4	0	1	2	0	2	5	32	2.643335e-05	1.986373e-05	0	0
chr16	 18950157	 18950177	chr16-154	  163.50	+			unannotated	UnAn	UnAn	1	0.0006408743	3	3	3	3	2	2	2	1	2	4	2	3	2	3	3	4	42	2.643335e-05	1.986373e-05	0	0
chr16	 21432786	 21432806	chr16-143	   27.30	-	ENSG00000169246	NPIPB3	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0001279962	3	3	2	2	1	1	1	1	1	2	0	1	2	0	1	1	22	2.643335e-05	1.986373e-05	0	0
chr16	 23829820	 23829840	chr16-705	   23.40	-			TE|unannotated	TE	TE	2	9.384664e-05	0	0	0	0	1	2	0	0	0	2	2	2	2	2	1	3	17	0	0	8.744316e-06	9.480021e-06
chr16	 34160674	 34160694	chr16-27	  228.70	+				UnAn	UnAn	0	0.001144939	3	3	3	3	2	2	2	2	1	4	3	4	3	3	3	1	42	0	3.972747e-05	0.0001836306	0.0001611604
chr16	 34160879	 34160899	chr16-74	   52.40	+				UnAn	UnAn	0	0.0002473684	1	2	3	3	1	2	1	2	1	4	2	2	2	2	2	3	33	0	1.986373e-05	3.497726e-05	0
chr16	 34163004	 34163024	chr16-1330	   11.00	+	ENSG00000200434	RNA5-8SP2		UnAn	UnAn	0	0.0001324322	0	0	2	1	1	1	1	1	0	1	2	2	2	2	2	2	20	0	1.986373e-05	8.744316e-06	0
chr16	 58163241	 58163261	chr16-7	  152.50	-	ENSG00000070770	CSNK2A2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.000508238	3	3	3	3	2	2	1	1	2	3	0	1	2	0	3	4	33	2.643335e-05	1.986373e-05	0	0
chr16	 67099433	 67099453	chr16-79	   68.80	+	ENSG00000067955	CBFB	3'UTR	3'UTR	3'UTR	1	0.0002283271	3	3	3	3	0	1	1	1	0	3	0	0	2	0	0	1	21	2.643335e-05	1.986373e-05	0	0
chr16	 67871181	 67871201	chr16-1	 1709.50	+	ENSG00000102898	NUTF2	3'UTR|CDS|intron|Other|CDS_Retained_intron	3'UTR	3'UTR	5	0.005568165	3	3	3	3	2	2	2	2	3	5	3	2	2	4	5	6	50	5.28667e-05	1.986373e-05	0	0
chr16	 68742498	 68742518	chr16-78	  153.40	+	ENSG00000039068	CDH1	intron	intron	intron	1	0.0006006221	2	3	3	3	2	2	2	2	1	5	2	3	2	3	2	2	39	0	0	2.623295e-05	9.480021e-06
chr16	 69463187	 69463207	chr16-19	  176.30	+	ENSG00000103018	CYB5B	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0005213582	3	3	3	3	2	2	2	2	2	3	2	1	2	2	1	2	35	2.643335e-05	5.95912e-05	0	0
chr16	 70529546	 70529566	chr16-166	   42.30	+	ENSG00000189091	SF3B3	intron|snoRNA	snoRNA	snoRNA	2	0.0001452022	3	3	2	1	1	2	1	0	1	2	2	2	2	2	1	1	26	0	0	8.744316e-06	9.480021e-06
chr16	 83811841	 83811861	chr16-3128	    4.85	+	ENSG00000230989	HSBP1	3'UTR|intron|CDS_Retained_intron|ncRNA_Retained_intron	3'UTR	3'UTR	4	5.794803e-05	0	2	0	0	0	1	0	0	0	2	0	1	2	0	0	1	9	2.643335e-05	1.986373e-05	0	0
chr16	 89561473	 89561493	chr16-226	   43.60	+	ENSG00000167526	RPL13	downstream 10K|intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	4	0.0004069452	3	3	1	2	2	2	2	2	2	2	2	4	2	0	1	1	31	0	3.972747e-05	4.372158e-05	0
chr17	  1345270	  1345290	chr17-4	  513.90	-	ENSG00000108953	YWHAE	3'UTR	3'UTR	3'UTR	1	0.002028285	3	3	3	3	2	2	2	2	3	4	2	2	3	3	3	5	45	2.643335e-05	0	1.748863e-05	9.480021e-06
chr17	  3634174	  3634194	chr17-15543	    2.64	-	ENSG00000197417	SHPK	intron	intron	intron	1	6.418067e-05	1	0	0	0	1	1	0	0	0	0	1	0	2	0	2	1	9	2.643335e-05	1.986373e-05	0	0
chr17	  4945790	  4945810	chr17-7	  383.00	-	ENSG00000108518	PFN1	3'UTR	3'UTR	3'UTR	1	0.001656292	3	3	3	3	2	2	2	1	2	4	2	3	2	2	3	5	42	2.643335e-05	7.945494e-05	0	0
chr17	  7312128	  7312148	chr17-27	  166.60	+	ENSG00000132507	EIF5A	3'UTR|Other	3'UTR	3'UTR	2	0.001236072	3	3	3	3	2	2	1	2	2	4	2	1	2	3	4	5	42	0	3.972747e-05	0	1.896004e-05
chr17	  7668429	  7668449	chr17-1346	   15.40	-	ENSG00000141510	TP53	3'UTR|intron	3'UTR	3'UTR	2	0.0001165097	2	3	3	3	1	1	1	0	0	3	0	0	2	0	0	2	21	0	1.986373e-05	0	9.480021e-06
chr17	  8119201	  8119221	chr17-937	  115.50	+			tRNA|unannotated	tRNA	ncRNA	2	0.0004260266	1	2	3	3	2	2	1	1	1	3	3	2	2	3	2	3	34	0	0	4.372158e-05	9.480021e-06
chr17	 18652243	 18652263	chr17-91	   92.10	+				UnAn	UnAn	0	0.0003263413	2	3	3	3	2	1	2	2	0	3	1	0	3	2	1	3	31	2.643335e-05	0	8.744316e-06	9.480021e-06
chr17	 19061938	 19061958	chr17-199	   50.20	+	ENSG00000265185	SNORD3B-1	snoRNA	snoRNA	snoRNA	1	0.0002210078	3	3	3	2	1	2	0	1	1	2	2	3	3	2	2	0	30	0	1.986373e-05	8.744316e-06	9.480021e-06
chr17	 19062092	 19062112	chr17-44	 1261.80	+	ENSG00000265185	SNORD3B-1	snoRNA	snoRNA	snoRNA	1	0.004499666	3	3	3	3	2	2	2	2	4	4	4	3	3	3	3	5	49	2.643335e-05	0	0.0004459601	0.0001232403
chr17	 19063936	 19063956	chr17-51	 1187.30	-	ENSG00000262074	SNORD3B-2	snoRNA	snoRNA	snoRNA	1	0.004834876	3	3	3	1	2	2	2	2	4	5	4	3	4	4	4	5	51	2.643335e-05	3.972747e-05	0.000498426	0.0001422003
chr17	 19064089	 19064109	chr17-190	   48.50	-	ENSG00000262074	SNORD3B-2	snoRNA	snoRNA	snoRNA	1	0.0001781985	2	3	3	1	2	2	1	1	0	1	2	3	2	2	2	0	27	0	1.986373e-05	0	9.480021e-06
chr17	 19112436	 19112456	chr17-46	 1229.20	-	ENSG00000262202		lncRNA|snoRNA	lncRNA	ncRNA	2	0.004797772	3	3	3	2	2	2	2	2	3	5	4	4	3	4	5	6	53	0	1.986373e-05	0.0004372158	0.0001232403
chr17	 19188048	 19188068	chr17-80	  101.80	+	ENSG00000263934	SNORD3A	snoRNA	snoRNA	snoRNA	1	0.000391281	3	3	3	3	2	1	2	1	1	0	2	3	3	2	2	2	33	0	1.986373e-05	1.748863e-05	1.896004e-05
