chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NLS_E_M_1	NLS_E_M_2	NLS_E_M_3	NLS_E_M_4
chr2	174125493	174125513	chr2-2803	   13.70	-	ENSG00000138430	OLA1	intron	intron	intron	1	3.997638e-05	3	3	2	2	1	1	0	0	0	1	2	2	0	0	1	0	18	0	0	1.891364e-06	2.093956e-06
chr2	174163787	174163807	chr2-11258	    7.05	-	ENSG00000138430	OLA1	intron	intron	intron	1	2.29076e-05	1	3	0	3	1	1	0	0	0	0	2	0	0	0	0	0	11	4.927298e-06	6.834289e-06	0	0
chr2	174170982	174171002	chr2-17834	    4.41	-	ENSG00000138430	OLA1	intron	intron	intron	1	1.639084e-05	3	0	2	0	0	2	1	0	0	0	2	0	0	0	0	0	10	0	0	3.782728e-06	2.093956e-06
chr2	174210479	174210499	chr2-9306	    7.05	-	ENSG00000138430	OLA1	intron	intron	intron	1	2.668316e-05	3	2	1	1	1	1	0	0	0	1	2	1	0	0	0	0	13	4.927298e-06	0	1.891364e-06	0
chr2	174210876	174210896	chr2-2901	   19.40	-	ENSG00000138430	OLA1	intron	intron	intron	1	4.802805e-05	3	2	2	3	2	1	0	1	0	2	2	0	0	0	1	0	19	9.854595e-06	0	0	2.093956e-06
chr2	174290584	174290604	chr2-44951	    3.53	-				UnAn	UnAn	0	1.438038e-05	0	1	1	2	0	0	0	0	0	0	2	1	0	0	0	0	7	0	6.834289e-06	1.891364e-06	0
chr2	174424811	174424831	chr2-38241	    2.64	+	ENSG00000144306	SCRN3	downstream 10K|intron	intron	intron	2	1.591731e-05	1	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	5	4.927298e-06	6.834289e-06	0	0
chr2	174558019	174558039	chr2-523	   44.50	-	ENSG00000206965	RNU6-5P	downstream 10K|snRNA	snRNA	ncRNA	2	0.0002634763	3	3	3	1	2	1	2	1	2	3	2	3	1	2	1	2	32	0	0	9.456819e-06	1.675165e-05
chr2	175074225	175074245	chr2-1255	   26.40	-	ENSG00000115966	ATF2	3'UTR	3'UTR	3'UTR	1	0.0002063835	1	2	3	3	1	1	1	1	1	3	2	0	1	1	2	1	24	0	6.834289e-06	0	2.093956e-06
chr2	175079973	175079993	chr2-18321	    4.41	-	ENSG00000115966	ATF2	downstream 10K|intron	intron	intron	2	2.411564e-05	0	1	0	1	0	0	1	1	0	2	2	1	0	0	1	0	10	4.927298e-06	6.834289e-06	0	0
chr2	175081133	175081153	chr2-3735	   13.20	-	ENSG00000115966	ATF2	intron|CDS_Retained_intron	CDS_RI	intron	2	3.244848e-05	1	3	2	3	1	1	1	0	1	1	2	0	0	0	0	0	16	0	6.834289e-06	1.891364e-06	0
chr2	175596517	175596537	chr2-13677	    4.85	+	ENSG00000289349		intron|lncRNA	lncRNA	ncRNA	2	2.992346e-05	1	0	2	1	1	1	1	1	1	1	2	0	0	1	0	0	13	4.927298e-06	6.834289e-06	0	0
chr2	175606957	175606977	chr2-3261	   19.40	+	ENSG00000289349		intron|lncRNA	lncRNA	ncRNA	2	6.597078e-05	2	3	1	2	1	1	1	1	0	1	3	2	0	0	0	0	18	4.927298e-06	6.834289e-06	0	2.093956e-06
chr2	175616583	175616603	chr2-3487	   14.10	+	ENSG00000289349		intron|lncRNA	lncRNA	ncRNA	2	5.606123e-05	2	1	2	2	2	1	0	0	1	3	2	2	0	0	0	2	20	4.927298e-06	0	1.891364e-06	0
chr2	175929292	175929312	chr2-1134	   26.00	-	ENSG00000144320	LNPK	3'UTR	3'UTR	3'UTR	1	0.0001677252	3	3	3	3	1	2	1	1	3	3	2	2	0	1	1	1	30	4.927298e-06	6.834289e-06	0	0
chr2	175946697	175946717	chr2-9027	    6.17	-	ENSG00000144320	LNPK	intron	intron	intron	1	2.201458e-05	2	0	1	2	0	1	1	1	1	2	2	0	0	0	0	0	13	4.927298e-06	0	1.891364e-06	0
chr2	175953755	175953775	chr2-1073	   22.90	-	ENSG00000144320	LNPK	intron	intron	intron	1	5.863243e-05	2	2	3	3	1	2	1	0	0	3	2	0	0	0	1	0	20	4.927298e-06	0	0	2.093956e-06
chr2	176295582	176295602	chr2-20896	    3.97	+	ENSG00000128654	MTX2	intron	intron	intron	1	1.482425e-05	1	3	0	0	1	1	0	0	0	0	2	1	0	0	0	0	9	4.927298e-06	0	1.891364e-06	0
chr2	176304385	176304405	chr2-1517	   30.40	+	ENSG00000128654	MTX2	downstream 10K|intron	intron	intron	2	8.344829e-05	2	3	3	3	1	2	1	1	1	1	2	1	0	1	0	0	22	4.927298e-06	6.834289e-06	0	0
chr2	176312427	176312447	chr2-5354	   10.10	+	ENSG00000128654	MTX2	downstream 10K|intron	intron	intron	2	3.178664e-05	2	3	1	1	1	1	1	0	1	0	3	0	0	0	0	0	14	9.854595e-06	0	1.891364e-06	2.093956e-06
chr2	177216153	177216173	chr2-13756	    5.73	+	ENSG00000170144	HNRNPA3	CDS|CDS_Retained_intron	CDS	CDS	2	1.361779e-05	0	0	1	2	1	1	0	0	1	0	2	0	0	0	0	0	8	0	0	3.782728e-06	2.093956e-06
chr2	177220365	177220385	chr2-5178	   12.80	+	ENSG00000170144	HNRNPA3	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	5.782074e-05	3	3	3	3	0	2	1	0	0	2	2	0	0	0	0	3	22	4.927298e-06	0	0	2.093956e-06
chr2	177249208	177249228	chr2-92	   95.60	-	ENSG00000116044	NFE2L2	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0002831584	3	3	3	3	2	2	1	1	3	3	2	2	0	0	0	1	29	4.927298e-06	6.834289e-06	0	0
chr2	177260122	177260142	chr2-8718	    7.05	-	ENSG00000116044	NFE2L2	intron|CDS_Retained_intron	CDS_RI	intron	2	2.264786e-05	3	2	0	1	1	1	0	0	0	1	2	0	0	0	0	0	11	0	6.834289e-06	3.782728e-06	0
chr2	177384799	177384819	chr2-31078	    3.08	-	ENSG00000116044	NFE2L2	intron|lncRNA	lncRNA	ncRNA	2	1.375299e-05	1	0	0	1	2	0	1	0	0	0	2	0	0	0	0	0	7	0	6.834289e-06	1.891364e-06	0
chr2	177505343	177505363	chr2-2015	   21.60	+	ENSG00000018510	AGPS	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0001047231	3	3	2	3	1	2	1	1	1	2	2	1	2	0	1	0	25	4.927298e-06	6.834289e-06	0	0
chr2	178151251	178151271	chr2-11020	    7.49	+			Other	Other	Other	1	2.2395e-05	0	0	1	0	1	1	0	0	0	0	2	1	0	1	1	2	10	0	0	1.891364e-06	2.093956e-06
chr2	178382352	178382372	chr2-3675	   10.10	+	ENSG00000079156	OSBPL6	intron	intron	intron	1	4.332014e-05	3	3	1	2	1	1	1	0	0	2	2	0	0	0	1	0	17	0	6.834289e-06	0	2.093956e-06
chr2	178514691	178514711	chr2-423	   39.20	+	ENSG00000116095	PLEKHA3	3'UTR	3'UTR	3'UTR	1	0.0001446517	3	3	3	3	2	2	1	0	0	3	2	1	0	1	0	3	27	9.854595e-06	0	1.891364e-06	0
chr2	180989521	180989541	chr2-11739	    5.73	+	ENSG00000170035	UBE2E3	intron|CDS_Retained_intron	CDS_RI	intron	2	1.867133e-05	2	2	1	1	1	1	0	0	0	0	2	0	0	0	0	0	10	4.927298e-06	0	0	2.093956e-06
chr2	180999609	180999629	chr2-2389	   15.90	+	ENSG00000170035	UBE2E3	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	6.180312e-05	3	3	2	1	1	1	1	0	0	2	2	0	0	1	0	0	17	4.927298e-06	1.366858e-05	0	0
chr2	181009585	181009605	chr2-3480	   15.00	+	ENSG00000170035	UBE2E3	intron|CDS_Retained_intron	CDS_RI	intron	2	4.621059e-05	3	3	0	2	2	2	1	0	0	3	2	0	1	0	0	1	20	4.927298e-06	0	1.891364e-06	0
chr2	181010826	181010846	chr2-266	   43.20	+	ENSG00000170035	UBE2E3	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0001200985	3	3	3	3	1	2	1	1	2	3	2	0	0	1	0	0	25	1.478189e-05	6.834289e-06	0	0
chr2	181015458	181015478	chr2-11822	    6.17	+	ENSG00000170035	UBE2E3	intron|CDS_Retained_intron	CDS_RI	intron	2	1.807686e-05	2	1	1	2	2	1	0	0	0	0	2	1	0	1	0	0	13	0	0	1.891364e-06	4.187912e-06
chr2	181050590	181050610	chr2-1463	   23.80	+	ENSG00000170035	UBE2E3	intron|CDS_Retained_intron	CDS_RI	intron	2	7.283188e-05	2	3	3	3	2	2	1	1	1	3	2	2	0	0	1	0	26	4.927298e-06	6.834289e-06	0	0
chr2	181061787	181061807	chr2-3993	   12.30	+	ENSG00000170035	UBE2E3	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	5.575194e-05	1	3	3	2	1	1	1	1	0	1	2	1	0	0	0	0	17	4.927298e-06	6.834289e-06	0	0
chr2	182517619	182517639	chr2-15610	    5.29	-	ENSG00000115252	PDE1A	intron|TE	TE	TE	2	2.101306e-05	1	1	2	0	1	1	1	0	1	0	2	0	0	0	0	0	10	4.927298e-06	6.834289e-06	0	0
chr2	182927908	182927928	chr2-335	   56.40	-	ENSG00000061676	NCKAP1	intron	intron	intron	1	0.0001721803	3	3	3	3	2	2	1	1	2	3	3	2	0	0	2	2	32	9.854595e-06	6.834289e-06	0	4.187912e-06
chr2	183016217	183016237	chr2-131	  101.80	-	ENSG00000061676	NCKAP1	intron	intron	intron	1	0.0002352677	3	3	3	3	2	2	1	2	1	4	2	2	0	0	2	0	30	1.478189e-05	6.834289e-06	0	0
chr2	184425719	184425739	chr2-14030	    6.17	-			unannotated	UnAn	UnAn	1	2.958925e-05	1	0	0	1	1	2	0	1	0	0	2	1	0	0	0	0	9	0	6.834289e-06	0	2.093956e-06
chr2	185488549	185488569	chr2-31113	    3.53	+	ENSG00000286797		intron|lncRNA	lncRNA	ncRNA	2	2.363643e-05	1	1	1	0	0	0	0	0	0	1	3	1	0	0	0	0	8	4.927298e-06	6.834289e-06	1.891364e-06	0
chr2	185525489	185525509	chr2-904	   27.80	+			unannotated	UnAn	UnAn	1	6.204142e-05	2	3	2	3	1	2	1	1	0	2	2	0	0	0	1	0	20	4.927298e-06	0	1.891364e-06	0
chr2	185535259	185535279	chr2-1152	   24.70	+			unannotated	UnAn	UnAn	1	6.225442e-05	3	3	3	3	1	1	1	1	1	3	3	1	0	0	1	0	25	4.927298e-06	0	1.891364e-06	2.093956e-06
chr2	185545843	185545863	chr2-866	   42.70	-				UnAn	UnAn	0	0.0001477384	2	3	3	3	1	2	1	0	1	3	2	1	1	0	1	2	26	0	0	1.891364e-06	2.093956e-06
chr2	185603164	185603184	chr2-8924	    7.05	+			unannotated	UnAn	UnAn	1	2.808517e-05	3	2	2	1	1	1	0	0	1	1	2	0	0	0	0	0	14	4.927298e-06	6.834289e-06	0	0
chr2	185634175	185634195	chr2-2536	   16.70	+			unannotated	UnAn	UnAn	1	4.93404e-05	3	2	3	2	0	2	1	1	1	3	2	1	0	0	1	0	22	4.927298e-06	0	0	2.093956e-06
chr2	185634285	185634305	chr2-25997	    3.53	+			unannotated	UnAn	UnAn	1	1.349162e-05	2	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	7	0	6.834289e-06	0	2.093956e-06
chr2	185830114	185830134	chr2-15189	    3.97	-			unannotated	UnAn	UnAn	1	1.964202e-05	1	2	0	2	1	1	1	0	1	0	2	0	0	0	0	0	11	4.927298e-06	6.834289e-06	0	0
chr2	185988715	185988735	chr2-40162	    2.64	-			unannotated	UnAn	UnAn	1	1.445467e-05	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	5	4.927298e-06	6.834289e-06	0	0
chr2	186000133	186000153	chr2-46438	    2.20	-			TE|unannotated	TE	TE	2	1.292591e-05	1	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	6	0	6.834289e-06	1.891364e-06	0
chr2	186399653	186399673	chr2-8162	   10.10	-	ENSG00000237877	LINC01473	intron|TE|lncRNA	lncRNA	ncRNA	3	3.766772e-05	0	3	0	2	1	1	1	1	0	1	2	1	0	0	0	0	13	4.927298e-06	0	0	2.093956e-06
chr2	186675995	186676015	chr2-4645	   11.50	+	ENSG00000138448	ITGAV	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	3.54393e-05	2	3	2	3	0	0	0	0	0	0	2	1	0	0	2	0	15	4.927298e-06	6.834289e-06	0	0
chr2	186679121	186679141	chr2-392	   59.90	+	ENSG00000138448	ITGAV	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0003700789	3	3	3	3	1	1	1	1	1	4	2	1	1	2	0	5	32	4.927298e-06	6.834289e-06	0	0
chr2	187008932	187008952	chr2-14133	    6.61	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	2.634461e-05	1	1	3	1	2	1	0	0	1	0	2	0	0	0	1	0	13	9.854595e-06	0	1.891364e-06	0
chr2	187021038	187021058	chr2-10665	    7.05	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	3.529616e-05	2	3	1	3	1	2	1	0	0	1	2	0	0	0	0	0	16	4.927298e-06	6.834289e-06	0	0
chr2	187035767	187035787	chr2-11959	    6.17	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	2.313766e-05	2	2	1	3	1	1	1	0	1	0	2	0	0	0	0	0	14	0	6.834289e-06	0	2.093956e-06
chr2	187053054	187053074	chr2-3956	   11.00	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	3.790257e-05	3	3	2	3	1	2	1	0	1	0	3	0	0	0	0	0	19	4.927298e-06	6.834289e-06	0	2.093956e-06
chr2	187053275	187053295	chr2-14151	    5.29	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	2.101974e-05	2	2	2	1	2	0	0	0	0	0	2	1	0	0	0	0	12	4.927298e-06	0	1.891364e-06	0
chr2	187058265	187058285	chr2-8497	    7.05	+	ENSG00000224063	CALCRL-AS1	intron|TE|lncRNA	lncRNA	ncRNA	3	7.78606e-05	2	1	3	3	1	0	1	0	1	2	2	0	0	0	0	0	16	0	0	1.891364e-06	2.093956e-06
chr2	187063401	187063421	chr2-3196	   12.80	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	4.784036e-05	2	2	3	2	1	1	1	0	0	1	2	0	0	1	0	0	16	0	6.834289e-06	0	2.093956e-06
chr2	187069787	187069807	chr2-4228	   11.00	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	3.390134e-05	2	3	2	0	2	2	1	0	1	1	2	0	0	0	1	0	17	0	6.834289e-06	0	2.093956e-06
chr2	187080633	187080653	chr2-8577	    8.37	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	4.834743e-05	3	0	2	3	1	1	1	1	1	1	2	1	0	0	0	0	17	9.854595e-06	0	0	2.093956e-06
chr2	187085140	187085160	chr2-65	  121.20	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	0.00037527	3	3	3	3	2	2	2	1	2	3	3	1	0	1	1	0	30	9.854595e-06	6.834289e-06	1.891364e-06	0
chr2	187102518	187102538	chr2-7185	    8.37	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	3.792863e-05	3	3	0	3	1	1	1	1	0	0	3	0	0	0	0	0	16	9.854595e-06	6.834289e-06	1.891364e-06	0
chr2	187105206	187105226	chr2-2853	   20.70	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	5.0974e-05	3	2	3	3	2	1	0	1	0	3	2	0	0	0	0	0	20	0	6.834289e-06	1.891364e-06	0
chr2	187110034	187110054	chr2-10161	    6.61	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	3.077789e-05	2	2	1	0	1	1	0	0	0	2	2	0	0	0	1	0	12	4.927298e-06	6.834289e-06	0	0
chr2	187125982	187126002	chr2-5100	   13.70	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	5.46302e-05	2	3	2	3	1	1	0	0	0	3	2	2	0	0	0	0	19	4.927298e-06	6.834289e-06	0	0
chr2	187197410	187197430	chr2-14195	    5.73	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	1.421391e-05	2	2	0	3	0	0	0	0	0	1	2	0	0	0	0	0	10	0	0	1.891364e-06	2.093956e-06
chr2	187197832	187197852	chr2-1294	   21.20	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	6.763149e-05	2	3	3	3	2	2	1	0	0	4	2	1	0	0	0	1	24	1.478189e-05	6.834289e-06	0	0
chr2	187231029	187231049	chr2-307	   54.60	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	0.000169264	3	3	3	3	2	1	1	1	2	4	3	2	0	1	2	1	32	4.927298e-06	6.834289e-06	1.891364e-06	0
chr2	187243644	187243664	chr2-9595	    5.73	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	3.494721e-05	2	1	0	3	2	1	1	0	2	2	2	0	0	0	0	0	16	9.854595e-06	6.834289e-06	0	0
chr2	187293809	187293829	chr2-5333	    8.81	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	3.423866e-05	3	2	1	2	1	1	1	0	0	3	2	0	0	0	0	0	16	4.927298e-06	0	0	2.093956e-06
chr2	187300599	187300619	chr2-778	   45.40	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	0.0001228819	3	3	3	3	1	1	2	1	2	3	3	0	0	0	0	0	25	4.927298e-06	6.834289e-06	1.891364e-06	0
chr2	187302095	187302115	chr2-1489	   20.70	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	4.890736e-05	2	3	3	3	2	2	0	1	1	2	2	0	0	0	1	1	23	4.927298e-06	0	3.782728e-06	0
chr2	187324919	187324939	chr2-19734	    3.53	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	1.402303e-05	2	1	0	1	1	1	0	0	0	0	2	0	0	0	0	0	8	0	6.834289e-06	1.891364e-06	0
chr2	187330582	187330602	chr2-1038	   29.10	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	7.175539e-05	3	3	3	3	1	1	0	0	0	3	2	1	0	0	0	0	20	4.927298e-06	0	1.891364e-06	0
chr2	187466264	187466284	chr2-52	  180.70	-	ENSG00000003436	TFPI	3'UTR	3'UTR	3'UTR	1	0.0006505082	3	3	3	3	2	2	1	1	2	3	2	1	1	1	0	4	32	0	0	5.674092e-06	4.187912e-06
chr2	187467205	187467225	chr2-16705	    4.41	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	1.865735e-05	0	1	2	2	0	0	1	0	1	0	2	0	0	0	0	0	9	9.854595e-06	0	0	2.093956e-06
chr2	187527112	187527132	chr2-720	   31.30	-	ENSG00000003436	TFPI	intron	intron	intron	1	9.553488e-05	3	3	3	3	2	1	1	0	0	3	3	1	0	0	0	0	23	0	6.834289e-06	1.891364e-06	2.093956e-06
chr2	188031506	188031526	chr2-27820	    3.08	-	ENSG00000231689	LINC01090	intron|lncRNA	lncRNA	ncRNA	2	1.884915e-05	1	0	0	1	0	1	1	0	0	0	2	0	0	0	1	0	7	4.927298e-06	6.834289e-06	0	0
chr2	188196117	188196137	chr2-30409	    3.08	-	ENSG00000231689	LINC01090	intron|lncRNA	lncRNA	ncRNA	2	1.058113e-05	1	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	6	4.927298e-06	0	1.891364e-06	0
chr2	188267322	188267342	chr2-10630	    5.73	-	ENSG00000231689	LINC01090	intron|Other|TE|lncRNA	lncRNA	ncRNA	4	7.590465e-05	1	2	0	1	1	1	1	1	1	1	3	2	0	0	0	0	15	4.927298e-06	6.834289e-06	0	2.093956e-06
chr2	188274806	188274826	chr2-3615	   12.80	-	ENSG00000231689	LINC01090	intron|Other|lncRNA	lncRNA	ncRNA	3	4.282153e-05	2	2	2	3	1	2	1	0	0	1	2	1	0	0	0	0	17	4.927298e-06	6.834289e-06	0	0
chr2	188278387	188278407	chr2-2732	   18.10	-	ENSG00000231689	LINC01090	intron|lncRNA	lncRNA	ncRNA	2	8.772445e-05	3	2	2	3	1	2	1	1	1	2	2	1	0	1	0	0	22	4.927298e-06	0	0	2.093956e-06
chr2	188287279	188287299	chr2-2741	   21.60	-	ENSG00000231689	LINC01090	intron|lncRNA	lncRNA	ncRNA	2	5.710875e-05	3	3	3	3	1	1	1	0	2	2	2	0	0	0	0	0	21	4.927298e-06	6.834289e-06	0	0
chr2	188298574	188298594	chr2-4436	   11.90	+	ENSG00000144366	GULP1	intron	intron	intron	1	8.433961e-05	3	2	2	2	1	2	1	1	2	0	2	1	0	0	1	0	20	4.927298e-06	6.834289e-06	0	0
chr2	188321676	188321696	chr2-8888	    7.49	+	ENSG00000144366	GULP1	intron	intron	intron	1	2.362987e-05	2	2	1	0	1	1	0	1	1	1	2	0	0	0	0	0	12	4.927298e-06	0	1.891364e-06	0
chr2	189024204	189024224	chr2-17005	    5.29	-			downstream 10K	DS10K	DS10K	1	1.387076e-05	0	1	0	1	1	1	0	0	0	1	2	0	0	0	0	0	7	4.927298e-06	0	0	2.093956e-06
chr2	189032598	189032618	chr2-6	  465.40	-	ENSG00000204262	COL5A2	3'UTR	3'UTR	3'UTR	1	0.001469534	3	3	3	3	2	2	2	2	2	5	2	2	1	2	3	6	43	0	0	3.782728e-06	2.093956e-06
chr2	189052032	189052052	chr2-3987	   13.20	-	ENSG00000204262	COL5A2	intron	intron	intron	1	4.193493e-05	3	3	1	3	1	2	1	1	1	1	2	0	0	0	0	0	19	0	0	1.891364e-06	2.093956e-06
chr2	189079549	189079569	chr2-16278	    4.41	-	ENSG00000204262	COL5A2	intron	intron	intron	1	1.573798e-05	1	1	1	2	0	0	0	0	0	1	2	0	0	0	0	0	8	4.927298e-06	0	0	2.093956e-06
chr2	189170321	189170341	chr2-28849	    3.97	-	ENSG00000204262	COL5A2	intron	intron	intron	1	1.651544e-05	0	1	0	1	1	1	0	0	1	0	2	0	0	0	0	0	7	4.927298e-06	6.834289e-06	0	0
chr2	189806024	189806044	chr2-16228	    5.29	+	ENSG00000064933	PMS1	3'UTR|intron|TE	3'UTR	3'UTR	3	2.142947e-05	2	2	2	2	0	0	1	0	0	0	2	0	0	0	0	0	11	4.927298e-06	6.834289e-06	0	0
chr2	189861222	189861242	chr2-12644	    5.29	+	ENSG00000064933	PMS1	downstream 10K|intron	intron	intron	2	2.249109e-05	3	3	1	1	0	0	0	0	0	1	2	1	0	0	0	0	12	4.927298e-06	0	1.891364e-06	0
chr2	190516424	190516444	chr2-3646	   13.20	-	ENSG00000189362	NEMP2	downstream 10K|intron	intron	intron	2	4.046216e-05	2	3	2	3	2	1	2	0	1	0	2	0	0	0	0	0	18	4.927298e-06	0	1.891364e-06	0
chr2	190781160	190781180	chr2-1361	   26.40	-	ENSG00000228509		intron|lncRNA	lncRNA	ncRNA	2	7.188407e-05	3	3	1	3	1	1	0	1	1	3	2	1	0	0	1	0	21	4.927298e-06	6.834289e-06	0	0
chr2	190781160	190781180	chr2-1361	   26.40	-	ENSG00000228509		intron|lncRNA	lncRNA	ncRNA	2	7.188407e-05	3	3	1	3	1	1	0	1	1	3	2	1	0	0	1	0	21	4.927298e-06	6.834289e-06	0	0
chr2	190910371	190910391	chr2-46	  198.80	+	ENSG00000115419	GLS	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0005867025	3	3	3	3	2	2	2	1	2	4	3	2	1	1	2	1	35	4.927298e-06	2.050287e-05	0	1.046978e-05
chr2	190919386	190919406	chr2-286	   67.40	+	ENSG00000115419	GLS	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0002333173	3	3	3	3	1	2	1	1	1	4	2	3	0	2	2	0	31	9.854595e-06	6.834289e-06	0	0
chr2	190933256	190933276	chr2-291	   67.00	+	ENSG00000115419	GLS	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0001728391	3	3	3	3	2	2	1	1	2	3	2	3	0	0	1	1	30	4.927298e-06	0	0	2.093956e-06
chr2	190940891	190940911	chr2-2471	   23.80	+	ENSG00000115419	GLS	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	6.251564e-05	3	3	3	3	1	1	1	0	2	3	2	0	0	0	1	0	23	0	6.834289e-06	0	4.187912e-06
chr2	191298054	191298074	chr2-12579	    6.61	+	ENSG00000128641	MYO1B	intron|CDS_Retained_intron	CDS_RI	intron	2	1.668654e-05	2	0	1	2	1	1	0	0	0	0	2	0	0	0	0	0	9	4.927298e-06	0	1.891364e-06	0
chr2	191685837	191685857	chr2-1268	   33.50	+	ENSG00000173559	NABP1	3'UTR	3'UTR	3'UTR	1	8.836363e-05	3	3	2	3	2	2	1	0	1	3	2	1	0	0	1	0	24	0	0	3.782728e-06	2.093956e-06
chr2	191685997	191686017	chr2-7724	    8.81	+	ENSG00000173559	NABP1	3'UTR	3'UTR	3'UTR	1	2.915734e-05	2	3	2	3	1	1	0	0	0	1	2	1	0	0	0	0	16	0	6.834289e-06	0	2.093956e-06
chr2	191690475	191690495	chr2-764	   29.50	+	ENSG00000173559	NABP1	3'UTR	3'UTR	3'UTR	1	0.0001556512	3	3	3	3	2	2	1	1	2	4	2	2	1	0	0	1	30	4.927298e-06	0	0	2.093956e-06
chr2	193546657	193546677	chr2-1154	   23.40	-			unannotated	UnAn	UnAn	1	7.713103e-05	3	2	3	2	2	0	0	1	1	1	3	0	0	0	2	0	20	0	6.834289e-06	1.891364e-06	1.256373e-05
chr2	193930797	193930817	chr2-4370	   10.60	+			unannotated	UnAn	UnAn	1	2.462004e-05	2	2	2	1	1	2	1	0	0	1	2	0	0	0	0	1	15	0	0	1.891364e-06	2.093956e-06
chr2	193938206	193938226	chr2-4203	   14.10	+			unannotated	UnAn	UnAn	1	6.285067e-05	2	3	2	2	1	2	1	1	1	3	2	1	0	0	0	0	21	4.927298e-06	1.366858e-05	0	0
chr2	193942090	193942110	chr2-8450	    7.49	+			unannotated	UnAn	UnAn	1	3.097842e-05	3	3	1	3	2	2	1	0	1	2	2	0	0	0	0	0	20	0	6.834289e-06	0	2.093956e-06
chr2	193956221	193956241	chr2-278	   56.90	+			unannotated	UnAn	UnAn	1	0.000161238	3	3	3	3	2	1	1	1	0	4	2	1	2	0	1	0	27	4.927298e-06	6.834289e-06	0	0
chr2	193965048	193965068	chr2-413	   74.50	+			Other|unannotated	Other	Other	2	0.0002129397	3	3	3	3	1	2	1	1	2	2	2	2	0	0	2	0	27	4.927298e-06	0	0	2.093956e-06
chr2	194041336	194041356	chr2-11356	    6.17	+			unannotated	UnAn	UnAn	1	2.691507e-05	1	1	0	1	1	1	1	1	0	3	2	0	0	0	0	0	12	4.927298e-06	0	0	2.093956e-06
