chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NLS_I_M_1	NLS_I_M_2	NES_I_M_1	NES_I_M_2	G3BP_I_M_1	G3BP_I_M_2	G3BP_I_M_3	G3BP_I_M_4
chr3	  6572896	  6572916	chr3-845	   48.50	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001240027	3	3	3	3	1	2	1	1	2	3	1	2	0	0	0	0	25	6.792581e-06	0	2.397432e-06	0	0	4.743968e-06	5.226948e-06	0
chr3	  6573517	  6573537	chr3-713	   42.30	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	8.82802e-05	3	3	3	3	2	1	1	1	1	3	0	0	0	0	0	0	21	4.322551e-06	3.812898e-07	4.794864e-06	0	0	0	2.613474e-06	0
chr3	  6573926	  6573946	chr3-586	   39.70	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001266303	3	3	3	3	2	2	1	1	2	4	2	2	0	0	1	0	29	7.410088e-06	7.625796e-07	7.192296e-06	0	0	9.487936e-06	2.613474e-06	0
chr3	  6574588	  6574608	chr3-218	  135.70	+	ENSG00000189229		intron|TE|lncRNA	lncRNA	ncRNA	3	0.0003234548	3	3	3	3	2	2	2	1	1	3	1	2	0	0	2	1	29	1.296765e-05	3.812898e-07	2.037817e-05	8.267059e-06	0	0	1.176063e-05	0
chr3	  6584367	  6584387	chr3-530	   45.40	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001835325	3	3	3	3	2	2	1	1	2	3	3	1	0	1	0	0	28	4.940059e-06	1.906449e-06	3.596148e-06	0	0	4.743968e-06	3.920211e-06	0
chr3	  6584478	  6584498	chr3-1177	   26.40	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.000188631	3	3	3	3	1	1	1	2	2	3	2	2	0	0	2	0	28	3.705044e-06	0	8.391012e-06	0	0	4.743968e-06	7.840421e-06	0
chr3	  6585962	  6585982	chr3-2585	   14.50	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	4.431021e-05	3	2	3	3	2	1	1	0	1	2	2	0	0	0	0	0	20	1.852522e-06	3.812898e-07	1.198716e-06	0	0	0	2.613474e-06	0
chr3	  6586468	  6586488	chr3-1485	   22.00	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	5.738817e-05	2	3	2	3	2	2	1	1	2	3	1	0	0	0	1	0	23	1.852522e-06	3.812898e-07	2.397432e-06	0	0	4.743968e-06	3.920211e-06	0
chr3	  6586701	  6586721	chr3-1379	   24.20	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	6.072062e-05	3	3	0	2	2	1	1	0	1	3	0	1	0	1	0	0	18	1.852522e-06	3.812898e-07	1.198716e-06	0	0	0	5.226948e-06	0
chr3	  6586851	  6586871	chr3-497	   65.70	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001597018	3	3	2	3	2	1	1	1	1	2	1	1	0	0	0	0	21	9.26261e-06	3.812898e-07	5.99358e-06	0	0	0	9.147158e-06	0
chr3	  6593256	  6593276	chr3-2582	   16.70	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	5.839097e-05	3	3	0	3	2	1	1	1	1	3	2	2	0	0	1	0	23	6.175073e-07	3.812898e-07	3.596148e-06	0	0	0	2.613474e-06	0
chr3	  6594755	  6594775	chr3-2780	   13.20	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	3.395777e-05	2	2	0	3	2	1	1	1	1	2	0	1	0	0	0	0	16	3.087537e-06	7.625796e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr3	  6594938	  6594958	chr3-2393	   16.70	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	6.200421e-05	3	3	2	2	2	1	1	1	2	3	0	0	0	0	0	1	21	4.940059e-06	3.812898e-07	3.596148e-06	0	0	9.487936e-06	1.306737e-06	0
chr3	  6595681	  6595701	chr3-1412	   38.80	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	9.966802e-05	3	3	2	3	2	1	2	0	1	2	2	0	0	0	0	0	21	2.470029e-06	7.625796e-07	1.198716e-06	8.267059e-06	0	0	1.306737e-06	0
chr3	  6595971	  6595991	chr3-570	   57.30	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001471472	3	3	3	3	2	2	1	1	2	4	1	2	0	0	2	0	29	8.645102e-06	3.812898e-07	3.596148e-06	0	0	4.743968e-06	6.533684e-06	0
chr3	  6596067	  6596087	chr3-874	   35.30	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001219661	2	3	2	3	1	1	2	1	2	1	0	1	2	0	1	0	22	3.705044e-06	0	4.794864e-06	8.267059e-06	0	4.743968e-06	3.920211e-06	0
chr3	  6596542	  6596562	chr3-1238	   30.00	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	7.396236e-05	3	3	2	3	2	2	1	0	2	3	1	1	0	0	0	0	23	1.852522e-06	1.143869e-06	4.794864e-06	0	0	4.743968e-06	2.613474e-06	0
chr3	  6596604	  6596624	chr3-2579	   21.20	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	8.994783e-05	3	3	3	2	2	1	1	1	1	1	3	0	1	0	1	0	23	4.322551e-06	3.812898e-07	2.397432e-06	0	0	0	1.306737e-06	0
chr3	  6596910	  6596930	chr3-876	   30.00	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	9.426296e-05	3	3	1	2	2	1	1	1	1	2	2	1	0	1	1	1	23	4.940059e-06	7.625796e-07	4.794864e-06	0	0	4.743968e-06	0	0
chr3	  6597615	  6597635	chr3-335	   53.80	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001639768	3	3	3	3	2	2	1	1	2	3	1	2	0	0	1	0	27	4.940059e-06	3.812898e-07	3.596148e-06	0	0	4.743968e-06	5.226948e-06	0
chr3	  6600022	  6600042	chr3-266	   54.60	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001677391	3	3	3	3	2	2	2	0	1	4	2	1	1	0	1	1	29	4.322551e-06	3.812898e-07	5.99358e-06	8.267059e-06	0	0	2.613474e-06	0
chr3	  6602229	  6602249	chr3-157	   83.70	+	ENSG00000189229		intron|Other|lncRNA	lncRNA	ncRNA	3	0.0004221381	3	3	3	3	2	2	1	1	2	3	2	2	0	0	2	1	30	1.173264e-05	1.525159e-06	1.798074e-05	0	0	4.743968e-06	2.090779e-05	0
chr3	  6605867	  6605887	chr3-2057	   19.80	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	6.952659e-05	3	3	1	2	1	1	1	0	2	2	0	3	0	1	2	0	22	1.852522e-06	0	4.794864e-06	0	0	4.743968e-06	2.613474e-06	0
chr3	  6608032	  6608052	chr3-4087	   10.60	+	ENSG00000189229		intron|Other|lncRNA	lncRNA	ncRNA	3	4.025249e-05	1	2	3	3	2	1	1	0	1	0	1	1	0	0	0	0	16	1.235015e-06	3.812898e-07	2.397432e-06	0	0	0	1.306737e-06	0
chr3	  6609614	  6609634	chr3-3103	   20.30	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001300014	3	3	3	3	2	2	1	1	1	3	3	1	0	0	1	0	27	3.705044e-06	1.143869e-06	1.198716e-06	0	0	0	1.306737e-06	0
chr3	  6610687	  6610707	chr3-1077	   25.60	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	9.681921e-05	3	3	3	2	2	1	2	1	2	4	1	2	0	0	0	0	26	4.322551e-06	3.812898e-07	5.99358e-06	8.267059e-06	0	4.743968e-06	1.306737e-06	0
chr3	  6611004	  6611024	chr3-146	  170.60	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0003459212	3	3	3	3	2	2	1	1	1	4	0	1	0	1	2	1	28	1.852522e-06	1.143869e-06	2.397432e-06	0	0	0	3.920211e-06	0
chr3	  6611617	  6611637	chr3-26	  184.20	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0005580252	3	3	3	3	2	2	1	1	2	3	3	3	0	0	0	3	32	1.111513e-05	1.906449e-06	8.391012e-06	0	0	2.371984e-05	7.840421e-06	0
chr3	  6613112	  6613132	chr3-1441	   29.10	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	7.16001e-05	3	3	3	3	1	1	1	1	2	2	1	1	0	0	0	0	22	6.175073e-07	0	4.794864e-06	0	0	4.743968e-06	2.613474e-06	0
chr3	  6618603	  6618623	chr3-1267	   20.70	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	6.018948e-05	3	3	3	3	2	1	2	0	0	1	0	0	0	0	0	0	18	4.322551e-06	1.143869e-06	1.198716e-06	8.267059e-06	0	0	0	0
chr3	  6628241	  6628261	chr3-739	   30.00	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	9.96603e-05	3	3	3	3	1	2	2	0	1	4	1	1	0	0	1	1	26	2.470029e-06	0	4.794864e-06	8.267059e-06	0	4.743968e-06	0	0
chr3	  6629738	  6629758	chr3-376	   42.30	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001257274	3	3	3	3	2	1	1	2	2	3	1	1	0	0	1	0	26	3.087537e-06	3.812898e-07	4.794864e-06	0	0	4.743968e-06	6.533684e-06	0
chr3	  6630422	  6630442	chr3-3677	   11.50	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	8.229346e-05	2	1	1	2	1	2	1	1	2	3	0	1	1	0	0	0	18	2.470029e-06	0	3.596148e-06	0	0	0	1.306737e-06	4.44919e-05
chr3	  6633470	  6633490	chr3-1777	   19.40	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	5.138426e-05	2	3	2	3	2	1	1	1	2	2	2	0	0	0	0	0	21	3.087537e-06	3.812898e-07	2.397432e-06	0	0	4.743968e-06	2.613474e-06	0
chr3	  6635230	  6635250	chr3-93	  101.80	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0003031883	3	3	3	3	2	2	2	2	1	4	2	1	0	0	2	0	30	6.175073e-06	7.625796e-07	4.794864e-06	2.480118e-05	0	0	1.306737e-06	0
chr3	  6636624	  6636644	chr3-286	   61.30	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001509647	3	3	3	3	1	1	1	0	2	3	1	1	0	1	1	0	24	3.087537e-06	0	2.397432e-06	0	0	9.487936e-06	1.306737e-06	0
chr3	  6641170	  6641190	chr3-3850	   13.70	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	3.473015e-05	2	2	1	3	2	1	1	1	1	1	1	1	0	0	0	0	17	3.087537e-06	7.625796e-07	1.198716e-06	0	0	0	2.613474e-06	0
chr3	  6641519	  6641539	chr3-4085	   11.50	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	3.64751e-05	2	1	3	1	2	1	1	0	1	1	1	1	0	0	0	0	15	1.852522e-06	1.143869e-06	3.596148e-06	0	0	4.743968e-06	0	0
chr3	  6649540	  6649560	chr3-1285	   25.60	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001331083	3	3	2	3	1	2	2	1	1	4	1	2	0	0	0	1	26	1.235015e-06	0	1.198716e-06	1.653412e-05	0	0	1.306737e-06	0
chr3	  6649705	  6649725	chr3-1503	   35.70	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001072729	3	3	3	3	2	1	1	0	2	3	1	2	1	0	1	0	26	1.852522e-06	3.812898e-07	2.397432e-06	0	0	4.743968e-06	2.613474e-06	0
chr3	  6650030	  6650050	chr3-10003	    7.93	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	2.181002e-05	2	2	2	3	2	0	0	0	2	2	0	0	0	0	0	0	15	6.175073e-07	3.812898e-07	0	0	0	4.743968e-06	1.306737e-06	0
chr3	  6650853	  6650873	chr3-781	   28.20	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001797222	3	3	2	3	2	2	1	1	1	4	0	1	0	0	1	2	26	2.470029e-06	3.812898e-07	3.596148e-06	0	0	0	3.920211e-06	0
chr3	  6651444	  6651464	chr3-4102	   11.90	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	2.835142e-05	3	3	2	1	2	1	1	0	1	0	0	1	0	0	1	0	16	1.852522e-06	1.143869e-06	1.198716e-06	0	0	0	2.613474e-06	0
chr3	  6651524	  6651544	chr3-104	   83.30	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.000190647	3	3	3	3	2	2	1	1	2	3	0	1	0	0	2	0	26	1.852522e-06	1.906449e-06	1.198716e-06	0	0	1.897587e-05	1.306737e-06	0
chr3	  6658587	  6658607	chr3-6599	    7.05	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001070182	2	1	0	2	1	2	1	1	2	0	1	0	0	1	2	0	16	1.235015e-06	0	2.397432e-06	0	0	4.743968e-06	1.306737e-06	0
chr3	  6660148	  6660168	chr3-13603	    4.41	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	3.582328e-05	1	2	2	3	2	1	0	1	2	0	0	2	0	0	0	0	16	6.175073e-07	3.812898e-07	0	0	0	4.743968e-06	1.306737e-06	0
chr3	  6663865	  6663885	chr3-4829	   10.10	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	2.131961e-05	2	0	0	2	2	1	1	1	1	1	0	0	0	0	1	0	12	1.235015e-06	3.812898e-07	1.198716e-06	0	0	0	2.613474e-06	0
chr3	  6670707	  6670727	chr3-1374	   21.20	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	6.494261e-05	3	1	2	3	2	1	1	1	2	3	1	0	0	0	0	0	20	4.322551e-06	7.625796e-07	1.198716e-06	0	0	4.743968e-06	3.920211e-06	0
chr3	  6671186	  6671206	chr3-380	   44.50	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001666899	3	3	3	3	1	1	1	1	2	2	2	2	0	0	1	0	25	2.470029e-06	0	5.99358e-06	0	5.063804e-05	9.487936e-06	0	0
chr3	  6671905	  6671925	chr3-1490	   32.60	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	7.570154e-05	3	3	3	3	2	1	1	1	1	2	1	0	0	0	0	0	21	1.852522e-06	7.625796e-07	3.596148e-06	0	0	4.743968e-06	0	0
chr3	  6675478	  6675498	chr3-21	  231.40	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0006264809	3	3	3	3	2	2	1	1	3	4	4	3	0	0	2	3	37	1.296765e-05	2.669029e-06	5.99358e-06	0	5.063804e-05	1.42319e-05	1.04539e-05	0
chr3	  6686583	  6686603	chr3-12821	    4.41	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	1.172108e-05	1	1	1	3	2	1	1	1	1	0	0	0	0	0	0	0	12	6.175073e-07	3.812898e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr3	  6690483	  6690503	chr3-289	   57.30	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001889449	3	3	3	3	2	2	1	1	1	4	2	2	0	0	1	0	28	7.410088e-06	2.287739e-06	7.192296e-06	0	0	4.743968e-06	0	0
chr3	  6690568	  6690588	chr3-761	   28.20	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001229819	3	3	3	3	1	1	1	0	2	3	1	1	0	0	0	1	23	2.470029e-06	0	4.794864e-06	0	0	4.743968e-06	5.226948e-06	0
chr3	  6693543	  6693563	chr3-1725	   19.40	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	8.25394e-05	3	2	2	3	2	1	1	1	1	3	1	0	1	0	0	1	22	6.175073e-07	7.625796e-07	1.198716e-06	0	0	0	3.920211e-06	0
chr3	  6694923	  6694943	chr3-615	   31.30	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	7.848564e-05	3	3	3	3	2	2	1	1	2	3	1	1	0	1	0	0	26	4.322551e-06	1.906449e-06	1.198716e-06	0	0	4.743968e-06	3.920211e-06	0
chr3	  6707973	  6707993	chr3-560	   40.10	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.000173672	3	3	2	3	2	1	1	2	2	3	2	2	0	1	2	0	29	4.322551e-06	3.812898e-07	7.192296e-06	0	0	9.487936e-06	9.147158e-06	0
chr3	  6732610	  6732630	chr3-14914	    4.85	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	1.12583e-05	1	2	1	0	2	1	1	0	1	1	0	0	0	0	1	0	11	6.175073e-07	3.812898e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr3	  6734695	  6734715	chr3-2324	   17.60	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	4.341256e-05	3	3	2	3	1	2	1	0	2	2	0	0	0	0	1	0	20	3.087537e-06	0	2.397432e-06	0	0	4.743968e-06	2.613474e-06	0
chr3	  8827367	  8827387	chr3-6309	   11.50	-	ENSG00000070950	RAD18	intron	intron	intron	1	2.482308e-05	1	3	2	3	2	1	1	0	1	0	0	0	0	0	0	0	14	6.175073e-07	3.812898e-07	2.397432e-06	0	0	0	3.920211e-06	0
chr3	  8829436	  8829456	chr3-2985	   15.90	-	ENSG00000070950	RAD18	intron	intron	intron	1	4.701346e-05	3	3	1	1	2	1	1	0	1	2	3	1	0	0	0	1	20	3.705044e-06	3.812898e-07	2.397432e-06	0	0	0	1.306737e-06	0
chr3	  8868421	  8868441	chr3-273	   63.90	-	ENSG00000070950	RAD18	downstream 10K|intron	intron	intron	2	0.0001475895	3	3	3	3	1	2	1	1	2	3	1	1	0	0	2	0	26	1.235015e-06	0	1.198716e-06	0	0	4.743968e-06	5.226948e-06	0
chr3	  8871331	  8871351	chr3-198	   79.30	-	ENSG00000070950	RAD18	downstream 10K|intron	intron	intron	2	0.000238867	3	3	3	3	2	2	1	1	2	4	2	2	0	0	2	0	30	8.027595e-06	3.812898e-07	1.078844e-05	0	0	9.487936e-06	6.533684e-06	0
chr3	  8875276	  8875296	chr3-426	   56.00	-	ENSG00000070950	RAD18	downstream 10K|intron	intron	intron	2	0.0001131322	3	3	3	3	2	2	1	0	1	3	0	1	0	0	0	0	22	2.470029e-06	3.812898e-07	2.397432e-06	0	0	0	1.306737e-06	0
chr3	  8930593	  8930613	chr3-651	   39.70	-	ENSG00000070950	RAD18	intron	intron	intron	1	0.0001163498	3	3	3	3	2	2	1	1	1	3	2	0	1	0	1	1	27	8.027595e-06	3.812898e-07	5.99358e-06	0	0	0	3.920211e-06	0
chr3	  8932102	  8932122	chr3-9468	    6.17	-	ENSG00000070950	RAD18	downstream 10K|intron	intron	intron	2	2.264225e-05	1	3	0	0	2	1	1	0	1	0	1	1	0	0	0	0	11	1.852522e-06	3.812898e-07	2.397432e-06	0	0	0	1.306737e-06	0
chr3	  8941979	  8941999	chr3-2512	   15.90	-	ENSG00000070950	RAD18	downstream 10K|intron	intron	intron	2	3.784251e-05	3	2	1	0	2	1	1	0	1	3	1	0	0	0	0	0	15	3.705044e-06	3.812898e-07	3.596148e-06	0	0	0	2.613474e-06	0
chr3	  9315698	  9315718	chr3-2450	   19.40	-	ENSG00000196220	SRGAP3	intron|lncRNA	lncRNA	ncRNA	2	4.551563e-05	3	3	1	1	2	2	1	0	1	3	1	0	0	0	0	0	18	6.175073e-07	7.625796e-07	2.397432e-06	0	0	0	2.613474e-06	0
chr3	  9361495	  9361515	chr3-2145	   19.80	-	ENSG00000196220	SRGAP3	intron|lncRNA	lncRNA	ncRNA	2	4.363737e-05	3	3	3	3	2	1	1	0	1	2	0	1	0	0	0	1	21	1.235015e-06	3.812898e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr3	  9385712	  9385732	chr3-3717	   20.30	-	ENSG00000206573	THUMPD3-AS1	intron|lncRNA	lncRNA	ncRNA	2	9.588292e-05	3	3	1	3	2	1	1	1	2	2	0	1	0	0	1	0	21	2.470029e-06	7.625796e-07	1.198716e-06	0	0	0	1.306737e-06	4.44919e-05
chr3	  9389480	  9389500	chr3-3200	   14.10	-	ENSG00000206573	THUMPD3-AS1	intron|lncRNA	lncRNA	ncRNA	2	3.728212e-05	1	2	1	3	2	2	1	1	1	3	0	2	0	0	0	0	19	6.175073e-07	3.812898e-07	1.198716e-06	0	0	0	2.613474e-06	0
chr3	  9390077	  9390097	chr3-506	   59.90	-	ENSG00000206573	THUMPD3-AS1	intron|lncRNA	lncRNA	ncRNA	2	0.0001617016	3	3	3	3	1	2	1	1	2	3	1	3	0	0	1	2	29	1.235015e-06	0	2.397432e-06	0	0	4.743968e-06	1.306737e-06	0
chr3	  9392357	  9392377	chr3-4094	   10.60	-	ENSG00000206573	THUMPD3-AS1	intron|lncRNA	lncRNA	ncRNA	2	2.610324e-05	1	3	1	3	2	1	1	1	1	1	0	1	0	0	0	0	16	6.175073e-07	7.625796e-07	1.198716e-06	0	0	0	2.613474e-06	0
chr3	  9394449	  9394469	chr3-2558	   15.40	-	ENSG00000206573	THUMPD3-AS1	intron|lncRNA	lncRNA	ncRNA	2	3.738003e-05	2	1	3	3	2	1	1	0	1	1	0	1	0	0	1	0	17	1.852522e-06	3.812898e-07	1.198716e-06	0	0	4.743968e-06	0	0
chr3	  9399311	  9399331	chr3-3682	   12.80	+	ENSG00000168137	SETD5	intron|CDS_Retained_intron	CDS_RI	intron	2	4.254653e-05	2	1	2	3	2	1	1	1	1	2	0	1	0	0	1	1	19	1.852522e-06	3.812898e-07	0	8.267059e-06	0	4.743968e-06	0	0
chr3	  9400269	  9400289	chr3-617	   36.60	+	ENSG00000168137	SETD5	intron|CDS_Retained_intron	CDS_RI	intron	2	9.279521e-05	3	3	3	3	2	1	1	1	1	3	0	0	0	0	1	1	23	1.235015e-06	7.625796e-07	1.198716e-06	0	0	0	2.613474e-06	0
chr3	  9401012	  9401032	chr3-1289	   23.40	+	ENSG00000168137	SETD5	intron|CDS_Retained_intron	CDS_RI	intron	2	5.459076e-05	3	2	3	2	2	1	1	0	2	3	0	0	0	0	0	0	19	5.557566e-06	3.812898e-07	2.397432e-06	0	0	4.743968e-06	2.613474e-06	0
chr3	  9404555	  9404575	chr3-5630	   11.00	+	ENSG00000168137	SETD5	intron|CDS_Retained_intron	CDS_RI	intron	2	5.012416e-05	3	2	3	3	2	1	1	0	1	2	0	0	0	1	0	0	19	3.087537e-06	3.812898e-07	3.596148e-06	0	0	0	2.613474e-06	0
chr3	  9405318	  9405338	chr3-4529	   13.70	+	ENSG00000168137	SETD5	intron|CDS_Retained_intron	CDS_RI	intron	2	5.539722e-05	2	2	1	3	2	1	1	0	1	2	1	2	0	0	0	0	18	1.235015e-06	7.625796e-07	1.198716e-06	0	0	0	2.613474e-06	0
chr3	  9410504	  9410524	chr3-3202	   12.30	+	ENSG00000168137	SETD5	intron|CDS_Retained_intron	CDS_RI	intron	2	4.262972e-05	2	1	3	3	2	2	1	0	1	2	1	0	0	0	1	0	19	2.470029e-06	3.812898e-07	0	8.267059e-06	0	0	1.306737e-06	0
chr3	  9412123	  9412143	chr3-2868	   11.50	+	ENSG00000168137	SETD5	intron|CDS_Retained_intron	CDS_RI	intron	2	4.4902e-05	3	3	1	3	2	2	1	0	1	3	1	1	0	0	1	0	22	3.705044e-06	3.812898e-07	2.397432e-06	0	0	0	1.306737e-06	0
chr3	  9412223	  9412243	chr3-1234	   24.20	+	ENSG00000168137	SETD5	intron|CDS_Retained_intron	CDS_RI	intron	2	7.682014e-05	3	3	3	3	2	2	1	1	1	3	0	1	0	0	1	1	25	2.470029e-06	3.812898e-07	1.198716e-06	0	0	0	2.613474e-06	0
chr3	  9416952	  9416972	chr3-105	  109.30	+	ENSG00000168137	SETD5	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0002737991	3	3	3	3	2	2	1	2	1	4	0	1	0	0	1	2	28	6.175073e-07	2.669029e-06	0	8.267059e-06	0	1.897587e-05	0	0
chr3	  9420869	  9420889	chr3-416	   43.20	+	ENSG00000168137	SETD5	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0001270961	3	3	3	3	1	1	1	0	2	3	1	1	0	0	0	0	22	4.940059e-06	0	3.596148e-06	0	0	9.487936e-06	3.920211e-06	0
chr3	  9429269	  9429289	chr3-478	   77.60	+	ENSG00000168137	SETD5	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0002314883	3	3	3	3	2	2	1	1	1	3	2	2	1	2	1	0	30	3.705044e-06	1.143869e-06	1.318588e-05	0	0	0	7.840421e-06	0
chr3	  9430465	  9430485	chr3-610	   35.70	+	ENSG00000168137	SETD5	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0003983396	3	3	3	3	2	2	1	1	1	4	2	1	0	0	3	0	29	8.645102e-06	1.525159e-06	1.078844e-05	0	0	0	3.920211e-06	0
chr3	  9430594	  9430614	chr3-1183	   27.30	+	ENSG00000168137	SETD5	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	9.296269e-05	3	3	3	3	2	2	1	0	1	2	3	1	0	1	1	1	27	3.087537e-06	3.812898e-07	5.99358e-06	0	0	0	3.920211e-06	0
chr3	  9431177	  9431197	chr3-4538	   10.10	+	ENSG00000168137	SETD5	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	5.252378e-05	2	3	3	3	2	2	1	0	1	0	0	0	0	1	0	0	18	1.235015e-06	7.625796e-07	2.397432e-06	0	0	0	3.920211e-06	0
chr3	  9431988	  9432008	chr3-1445	   27.30	+	ENSG00000168137	SETD5	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0002727603	3	3	2	3	1	2	1	0	2	4	0	0	0	0	1	0	22	4.940059e-06	0	1.198716e-06	0	0	4.743968e-06	1.306737e-06	0
chr3	  9436564	  9436584	chr3-902	   30.40	+	ENSG00000168137	SETD5	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	7.320786e-05	3	3	3	3	2	1	1	0	2	3	0	0	0	0	1	0	22	2.470029e-06	3.812898e-07	3.596148e-06	0	0	4.743968e-06	5.226948e-06	0
chr3	  9445936	  9445956	chr3-4374	   10.10	+	ENSG00000168137	SETD5	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	3.866282e-05	3	1	1	2	2	2	1	1	1	3	0	2	0	0	1	0	20	3.087537e-06	3.812898e-07	3.596148e-06	0	0	0	2.613474e-06	0
chr3	  9452489	  9452509	chr3-967	   25.60	+	ENSG00000168137	SETD5	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	8.475193e-05	3	3	3	3	2	1	1	0	1	2	1	0	0	0	1	0	21	6.175073e-07	7.625796e-07	3.596148e-06	0	0	1.42319e-05	0	0
chr3	  9455656	  9455676	chr3-1425	   22.00	+	ENSG00000168137	SETD5	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	6.288028e-05	3	3	2	3	2	1	1	1	1	3	0	2	0	0	1	0	23	4.322551e-06	3.812898e-07	3.596148e-06	0	0	0	2.613474e-06	0
