chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	G3BP_E_S_1	G3BP_E_S_2	G3BP_E_S_3	G3BP_E_S_4	G3BP_E_S_5	G3BP_E_S_6	G3BP_E_S_7
chr19	 52813977	 52813997	chr19-41	  198.30	+				UnAn	UnAn	0	0.0008296049	3	3	3	3	2	2	2	1	3	3	3	4	1	3	4	4	44	0	9.92308e-06	3.051502e-05	0.0001014576	0	0	1.49363e-05
chr19	 55119267	 55119287	chr19-1157	    7.49	-	ENSG00000267507			UnAn	UnAn	0	8.051385e-05	2	2	2	2	1	2	1	0	0	2	0	0	1	0	0	3	18	0	1.653847e-06	0	1.127307e-05	3.563538e-05	0	0
chr19	 56673147	 56673167	chr19-168	   41.40	-				UnAn	UnAn	0	0.0001442429	3	3	3	3	2	2	1	1	1	4	1	2	0	1	1	4	32	0	3.307693e-06	1.907189e-06	1.127307e-05	0	8.539856e-06	0
chr19	 57293494	 57293514	chr19-47	   80.70	+	ENSG00000197714	ZNF460	3'UTR	3'UTR	3'UTR	1	0.0002791272	3	3	3	3	2	2	1	1	2	4	1	2	1	0	2	4	34	0	3.307693e-06	5.721566e-06	1.127307e-05	3.563538e-05	0	0
chr19	 57294170	 57294190	chr19-58	   89.50	+			downstream 10K	DS10K	DS10K	1	0.0003010654	3	3	3	3	1	2	1	0	1	2	1	0	0	1	2	4	27	0	0	1.907189e-06	1.127307e-05	0	8.539856e-06	1.49363e-05
chr19	 57294417	 57294437	chr19-35	  164.80	+			downstream 10K	DS10K	DS10K	1	0.0005607878	3	3	3	3	2	2	1	1	1	3	2	2	1	2	2	4	35	0	6.615386e-06	9.535943e-06	6.763841e-05	7.127076e-05	0	0
chr19	 57295472	 57295492	chr19-519	   16.30	+			downstream 10K	DS10K	DS10K	1	7.449156e-05	2	3	2	2	1	2	1	1	1	2	1	0	0	0	0	4	22	0	0	3.814377e-06	1.127307e-05	0	8.539856e-06	1.49363e-05
chr19	 57295673	 57295693	chr19-56	   82.00	+			downstream 10K	DS10K	DS10K	1	0.0002872717	3	3	3	3	2	2	1	0	1	3	1	1	1	0	2	4	30	0	1.653847e-06	3.814377e-06	0	7.127076e-05	8.539856e-06	0
chr19	 57297539	 57297559	chr19-33	  165.70	+	ENSG00000288899		downstream 10K|Other|lncRNA	lncRNA	ncRNA	3	0.0005884472	3	3	3	3	2	2	2	1	2	4	1	0	1	1	1	4	33	0	1.323077e-05	7.628754e-06	0	0	5.977899e-05	5.974519e-05
chr19	 57330278	 57330298	chr19-44	  131.80	+	ENSG00000178229	ZNF543	3'UTR|Other	3'UTR	3'UTR	2	0.0004121271	3	3	3	3	2	2	1	1	1	3	0	1	1	0	1	4	29	0	1.157693e-05	2.479345e-05	0	3.563538e-05	7.68587e-05	0
chr19	 57758040	 57758060	chr19-511	   15.90	+	ENSG00000152443	ZNF776	3'UTR	3'UTR	3'UTR	1	8.071535e-05	2	1	3	3	0	2	0	1	1	3	0	0	0	1	1	3	21	0	1.653847e-06	1.907189e-06	2.254614e-05	0	0	0
chr19	 58555901	 58555921	chr19-24	  364.50	-	ENSG00000130725	UBE2M	3'UTR	3'UTR	3'UTR	1	0.0009435722	3	3	3	3	2	2	1	1	2	3	2	1	0	2	2	3	33	0	1.323077e-05	0	9.018454e-05	0	8.539856e-06	0
chr2	  3498116	  3498136	chr2-268	   81.10	-	ENSG00000182551	ADI1	3'UTR	3'UTR	3'UTR	1	0.0002009602	3	3	3	3	2	2	1	1	1	3	0	1	0	2	1	3	29	0	3.307693e-06	0	1.127307e-05	0	8.539856e-06	0
chr2	  4230843	  4230863	chr2-16998	    4.85	-			unannotated	UnAn	UnAn	1	3.55591e-05	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	3	9	0	3.307693e-06	3.814377e-06	0	0	0	1.49363e-05
chr2	  6278723	  6278743	chr2-1467	   58.60	+			unannotated	UnAn	UnAn	1	0.0002337789	0	3	3	3	1	2	1	1	0	5	0	1	0	0	3	3	26	0	1.653847e-06	0	3.38192e-05	0	2.561957e-05	0
chr2	  9489710	  9489730	chr2-38	  185.50	-	ENSG00000151694	ADAM17	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0005115344	3	3	3	3	2	2	1	1	2	4	0	1	0	0	3	4	32	0	2.315385e-05	1.71647e-05	1.127307e-05	0	5.123913e-05	0
chr2	  9880433	  9880453	chr2-11047	    7.49	-			unannotated	UnAn	UnAn	1	0.0001167611	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	4	10	7.605141e-05	4.96154e-06	9.535943e-06	0	0	0	1.49363e-05
chr2	 10052727	 10052747	chr2-697	   29.50	+	ENSG00000172059	KLF11	3'UTR|Other	3'UTR	3'UTR	2	0.0001108299	1	3	3	3	1	1	0	0	0	3	1	1	1	0	2	3	23	0	4.96154e-06	3.814377e-06	0	0	0	1.49363e-05
chr2	 10129941	 10129961	chr2-1145	   29.10	+	ENSG00000171848	RRM2	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.000156145	2	3	3	3	2	2	1	1	1	4	2	2	1	0	2	4	33	0	9.92308e-06	3.814377e-06	1.127307e-05	0	0	1.49363e-05
chr2	 10566465	 10566485	chr2-4628	   11.50	-	ENSG00000115761	NOL10	downstream 10K|intron	intron	intron	2	7.180836e-05	1	2	3	3	1	0	1	0	0	0	1	0	0	0	0	3	15	0	0	1.907189e-06	1.127307e-05	3.563538e-05	0	0
chr2	 11181992	 11182012	chr2-410	   41.00	-	ENSG00000134318	ROCK2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001192454	3	3	3	3	2	2	0	0	0	2	0	0	0	0	2	3	23	0	3.307693e-06	1.907189e-06	0	0	8.539856e-06	0
chr2	 11182117	 11182137	chr2-822	   32.60	-	ENSG00000134318	ROCK2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0002271066	2	3	3	3	2	2	0	1	0	3	0	0	1	1	1	3	25	0	0	0	3.38192e-05	7.127076e-05	0	1.49363e-05
chr2	 11182893	 11182913	chr2-3245	   15.00	-	ENSG00000134318	ROCK2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	9.759719e-05	1	2	3	2	2	2	1	1	1	3	0	0	0	0	1	3	22	0	0	0	2.254614e-05	3.563538e-05	8.539856e-06	0
chr2	 14211303	 14211323	chr2-11119	   10.60	+			Other|unannotated	Other	Other	2	9.951124e-05	0	1	0	1	1	1	0	0	1	2	1	1	0	1	1	4	15	0	6.615386e-06	3.814377e-06	0	0	8.539856e-06	1.49363e-05
chr2	 14912701	 14912721	chr2-7218	    9.70	+			Other|unannotated	Other	Other	2	0.0001170709	1	2	0	0	1	1	0	0	0	0	2	0	0	2	2	4	15	7.605141e-05	6.615386e-06	3.814377e-06	0	0	8.539856e-06	0
chr2	 19999623	 19999643	chr2-24578	    3.53	+	ENSG00000227210	WDR35-DT	intron|Other|lncRNA	lncRNA	ncRNA	3	9.404445e-05	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	6	7.605141e-05	3.307693e-06	3.814377e-06	0	0	8.539856e-06	0
chr2	 20032981	 20033001	chr2-232	   61.70	-	ENSG00000068697	LAPTM4A	3'UTR	3'UTR	3'UTR	1	0.0002860996	3	3	3	3	2	2	1	1	1	4	1	1	1	1	1	4	32	0	3.307693e-06	5.721566e-06	0	3.563538e-05	0	1.49363e-05
chr2	 20033139	 20033159	chr2-96	  137.10	-	ENSG00000068697	LAPTM4A	3'UTR	3'UTR	3'UTR	1	0.0003452411	3	3	3	3	2	1	1	1	1	3	0	1	0	1	2	3	28	0	3.307693e-06	1.907189e-06	3.38192e-05	0	0	0
chr2	 20202081	 20202101	chr2-4	 1483.00	-	ENSG00000115884	SDC1	3'UTR	3'UTR	3'UTR	1	0.004336237	3	3	3	3	2	2	2	2	3	4	3	3	2	3	3	7	48	0.0003042056	8.103848e-05	0.0001468535	5.636534e-05	0.0001069061	8.539856e-06	0.0002091082
chr2	 20250201	 20250221	chr2-352	   52.40	-	ENSG00000055917	PUM2	3'UTR	3'UTR	3'UTR	1	0.0002091877	3	3	3	3	2	2	1	1	1	3	1	2	0	1	1	4	31	0	8.269233e-06	3.814377e-06	1.127307e-05	3.563538e-05	0	0
chr2	 20251099	 20251119	chr2-1034	   29.50	-	ENSG00000055917	PUM2	3'UTR	3'UTR	3'UTR	1	0.0001237983	2	3	3	3	1	2	1	1	1	3	1	1	0	1	1	3	27	0	1.653847e-06	7.628754e-06	1.127307e-05	0	0	0
chr2	 20448564	 20448584	chr2-464	   55.10	+	ENSG00000143878	RHOB	3'UTR	3'UTR	3'UTR	1	0.0001787837	2	3	3	3	1	2	1	1	0	3	1	2	0	0	2	3	27	0	1.653847e-06	0	3.38192e-05	3.563538e-05	0	0
chr2	 20449133	 20449153	chr2-132	   90.30	+	ENSG00000143878	RHOB	3'UTR	3'UTR	3'UTR	1	0.0006189691	3	3	3	3	2	2	2	1	2	4	2	3	2	2	1	5	40	0	6.615386e-06	1.907189e-06	5.636534e-05	3.563538e-05	1.707971e-05	0
chr2	 20449184	 20449204	chr2-64	  158.70	+	ENSG00000143878	RHOB	3'UTR	3'UTR	3'UTR	1	0.0003980073	3	3	3	3	2	2	1	1	1	3	1	1	0	1	0	3	28	0	1.323077e-05	5.721566e-06	4.509227e-05	0	0	0
chr2	 20449320	 20449340	chr2-44	  229.60	+	ENSG00000143878	RHOB	3'UTR	3'UTR	3'UTR	1	0.0006224696	3	3	3	3	2	2	1	1	2	4	2	3	1	3	2	4	39	7.605141e-05	1.984616e-05	3.051502e-05	0	0	0	1.49363e-05
chr2	 21001455	 21001475	chr2-1512	   27.80	-	ENSG00000084674	APOB	3'UTR	3'UTR	3'UTR	1	6.800586e-05	0	3	3	3	2	2	1	0	1	3	0	1	0	0	0	3	22	0	3.307693e-06	1.907189e-06	1.127307e-05	0	0	0
chr2	 21002369	 21002389	chr2-550	  104.90	-	ENSG00000084674	APOB	CDS|downstream 10K	CDS	CDS	2	0.0002624032	3	3	3	3	1	2	0	2	0	3	1	0	0	0	1	4	26	0	1.653847e-06	3.814377e-06	1.127307e-05	0	0	4.480889e-05
chr2	 21002424	 21002444	chr2-639	   30.00	-	ENSG00000084674	APOB	CDS|downstream 10K	CDS	CDS	2	0.0001030439	2	3	3	3	1	2	1	1	1	3	1	1	0	0	1	4	27	0	3.307693e-06	1.907189e-06	1.127307e-05	0	8.539856e-06	0
chr2	 21010143	 21010163	chr2-236	   59.10	-	ENSG00000084674	APOB	CDS|downstream 10K	CDS	CDS	2	0.0001861058	3	3	3	3	2	2	1	1	1	4	0	0	0	0	0	3	26	0	9.92308e-06	5.721566e-06	2.254614e-05	0	0	0
chr2	 21010615	 21010635	chr2-921	   68.30	-	ENSG00000084674	APOB	CDS|downstream 10K	CDS	CDS	2	0.0003022985	3	3	3	3	2	2	1	1	1	3	0	1	0	1	0	4	28	0	1.653847e-06	0	1.127307e-05	3.563538e-05	0	1.49363e-05
chr2	 21011498	 21011518	chr2-867	   27.30	-	ENSG00000084674	APOB	3'UTR|CDS	3'UTR	3'UTR	2	0.000192749	2	3	3	3	2	2	1	1	1	4	2	0	0	2	0	3	29	0	3.307693e-06	5.721566e-06	2.254614e-05	0	0	0
chr2	 21362009	 21362029	chr2-8828	   11.90	-				UnAn	UnAn	0	7.4984e-05	1	2	3	2	2	2	0	0	0	3	0	0	0	1	1	3	20	0	0	1.907189e-06	1.127307e-05	3.563538e-05	0	0
chr2	 23148383	 23148403	chr2-40178	    2.64	+			Other|unannotated	Other	Other	2	1.536971e-05	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	5	0	3.307693e-06	1.907189e-06	0	0	8.539856e-06	0
chr2	 23388991	 23389011	chr2-20810	    6.17	-				UnAn	UnAn	0	0.0001781234	0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	3	11	0.0001521028	1.653847e-06	1.907189e-06	0	0	0	0
chr2	 24030116	 24030136	chr2-2865	   17.60	-	ENSG00000163026	WDCP	3'UTR	3'UTR	3'UTR	1	6.536967e-05	1	2	2	3	1	2	0	1	1	1	0	0	0	0	0	3	17	0	0	9.535943e-06	1.127307e-05	0	0	1.49363e-05
chr2	 26137034	 26137054	chr2-455	   40.10	+	ENSG00000084733	RAB10	3'UTR	3'UTR	3'UTR	1	0.0001882004	3	3	3	3	1	1	1	1	2	3	0	1	0	1	0	4	27	0	3.307693e-06	1.907189e-06	1.127307e-05	3.563538e-05	0	0
chr2	 26389428	 26389448	chr2-146	   80.70	+	ENSG00000138018	SELENOI	3'UTR	3'UTR	3'UTR	1	0.0002556629	3	3	3	3	2	2	1	1	1	3	0	0	1	1	0	3	27	0	8.269233e-06	0	1.127307e-05	0	8.539856e-06	0
chr2	 26390365	 26390385	chr2-862	   26.90	+	ENSG00000138018	SELENOI	3'UTR	3'UTR	3'UTR	1	9.935821e-05	2	3	3	3	0	1	1	1	1	3	0	0	0	0	0	4	22	0	1.653847e-06	1.907189e-06	1.127307e-05	0	0	1.49363e-05
chr2	 26394663	 26394683	chr2-292	   79.30	+	ENSG00000138018	SELENOI	3'UTR	3'UTR	3'UTR	1	0.0002949865	3	3	3	3	2	1	1	1	1	3	2	1	0	2	2	3	31	0	1.819231e-05	1.907189e-06	1.127307e-05	0	0	0
chr2	 28416967	 28416987	chr2-784	   27.80	+	ENSG00000075426	FOSL2	3'UTR|Other	3'UTR	3'UTR	2	0.0001102219	1	3	3	3	1	1	1	0	0	1	0	0	1	1	1	3	20	0	9.92308e-06	5.721566e-06	1.127307e-05	0	0	0
chr2	 28799707	 28799727	chr2-78	  175.80	+	ENSG00000163806	SPDYA	3'UTR|intron|Other	3'UTR	3'UTR	3	0.0005513624	3	3	3	3	1	2	1	1	2	4	1	3	1	1	3	5	37	0	1.157693e-05	9.535943e-06	2.254614e-05	3.563538e-05	8.539856e-06	0
chr2	 28800261	 28800281	chr2-86	   98.30	+	ENSG00000163806	SPDYA	3'UTR|intron	3'UTR	3'UTR	2	0.0005078097	3	3	3	3	2	1	1	1	2	5	1	2	1	2	2	3	35	0	9.92308e-06	1.335032e-05	6.763841e-05	0	0	0
chr2	 28800483	 28800503	chr2-868	   31.30	+	ENSG00000163806	SPDYA	3'UTR|intron	3'UTR	3'UTR	2	9.947513e-05	1	3	3	3	2	2	0	1	0	3	0	0	0	0	1	3	22	0	3.307693e-06	5.721566e-06	2.254614e-05	0	0	0
chr2	 28800606	 28800626	chr2-35	  196.60	+	ENSG00000163806	SPDYA	3'UTR|intron	3'UTR	3'UTR	2	0.0007966632	3	3	3	3	2	2	1	2	2	4	2	2	1	2	3	5	40	0	1.323077e-05	3.814377e-06	3.38192e-05	7.127076e-05	0	1.49363e-05
chr2	 28800975	 28800995	chr2-2190	   18.10	+	ENSG00000163806	SPDYA	3'UTR|intron	3'UTR	3'UTR	2	6.639357e-05	1	2	3	3	1	1	1	0	0	3	0	0	0	0	1	4	20	0	1.653847e-06	3.814377e-06	1.127307e-05	0	8.539856e-06	0
chr2	 28801204	 28801224	chr2-6282	   11.90	+	ENSG00000163806	SPDYA	3'UTR|intron	3'UTR	3'UTR	2	6.823053e-05	0	1	3	2	2	2	0	1	1	2	1	0	0	0	0	3	18	0	1.653847e-06	0	1.127307e-05	0	0	2.987259e-05
chr2	 28801444	 28801464	chr2-14	  490.10	+	ENSG00000163806	SPDYA	3'UTR|intron	3'UTR	3'UTR	2	0.001528219	3	3	3	3	2	2	1	2	3	4	2	2	3	2	3	4	42	0	2.48077e-05	5.721566e-05	0	0	8.539856e-06	0.0001194904
chr2	 28801718	 28801738	chr2-4312	   10.60	+	ENSG00000163806	SPDYA	3'UTR|intron	3'UTR	3'UTR	2	4.982043e-05	1	3	3	2	1	1	0	0	0	2	2	0	0	0	2	3	20	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr2	 28947882	 28947902	chr2-26	  595.00	+	ENSG00000163811	WDR43	3'UTR|Other	3'UTR	3'UTR	2	0.001348003	3	3	3	3	2	2	2	2	2	4	0	2	0	2	2	5	37	0	2.150001e-05	3.242221e-05	4.509227e-05	3.563538e-05	8.539856e-06	0
chr2	 30641919	 30641939	chr2-80	  125.60	+	ENSG00000172954	LCLAT1	3'UTR|Other	3'UTR	3'UTR	2	0.0003467834	3	3	3	3	2	2	1	2	1	3	1	0	0	1	1	4	30	0	1.653847e-06	1.907189e-06	1.127307e-05	3.563538e-05	0	0
chr2	 30641919	 30641939	chr2-80	  125.60	+	ENSG00000172954	LCLAT1	3'UTR|Other	3'UTR	3'UTR	2	0.0003467834	3	3	3	3	2	2	1	2	1	3	1	0	0	1	1	4	30	0	1.653847e-06	1.907189e-06	1.127307e-05	3.563538e-05	0	0
chr2	 31359323	 31359343	chr2-974	   26.90	-	ENSG00000158125	XDH	intron	intron	intron	1	0.0001297781	1	2	3	3	1	1	1	1	1	4	0	0	1	1	1	4	25	0	3.307693e-06	1.907189e-06	2.254614e-05	0	8.539856e-06	0
chr2	 32154993	 32155013	chr2-884	   30.80	+	ENSG00000021574	SPAST	3'UTR	3'UTR	3'UTR	1	9.971541e-05	2	3	3	3	1	1	1	0	1	4	0	0	0	1	0	3	23	0	3.307693e-06	3.814377e-06	1.127307e-05	0	0	0
chr2	 32221899	 32221919	chr2-5477	   10.10	+	ENSG00000152683	SLC30A6	3'UTR	3'UTR	3'UTR	1	3.431163e-05	1	2	2	3	0	2	1	0	0	3	0	0	0	0	0	3	17	0	1.653847e-06	1.907189e-06	1.127307e-05	0	0	0
chr2	 32618238	 32618258	chr2-12	  346.80	+	ENSG00000115760	BIRC6	3'UTR|Other|CDS_Retained_intron	3'UTR	3'UTR	3	0.001107151	3	3	3	3	2	2	1	1	2	4	4	4	0	3	2	5	42	0	4.96154e-06	3.814377e-05	7.891147e-05	7.127076e-05	4.269928e-05	0
chr2	 32648439	 32648459	chr2-12651	    6.17	-			TE|unannotated	TE	TE	2	0.0001092222	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	4	9	7.605141e-05	1.653847e-06	7.628754e-06	0	0	0	1.49363e-05
chr2	 32916305	 32916325	chr2-6501	   14.10	-			unannotated	UnAn	UnAn	1	0.0002988237	1	1	1	1	1	1	1	1	1	3	2	2	0	1	3	3	23	7.605141e-05	3.307693e-06	5.721566e-06	0	0	0	0
chr2	 33637746	 33637766	chr2-1640	   26.40	+	ENSG00000286415		intron|lncRNA	lncRNA	ncRNA	2	0.0001330426	1	3	3	3	2	1	1	0	2	3	0	1	1	0	1	3	25	0	1.653847e-06	1.907189e-06	4.509227e-05	0	0	0
chr2	 33767490	 33767510	chr2-199	   70.50	-			unannotated	UnAn	UnAn	1	0.0003891879	0	1	2	3	2	2	1	1	2	4	2	2	1	2	2	3	30	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr2	 36549489	 36549509	chr2-129	   83.70	+	ENSG00000150938	CRIM1	3'UTR	3'UTR	3'UTR	1	0.0003659883	3	3	3	3	1	2	1	1	1	3	1	1	1	2	0	4	30	0	1.653847e-06	7.628754e-06	4.509227e-05	3.563538e-05	0	0
chr2	 36550252	 36550272	chr2-40	  175.40	+	ENSG00000150938	CRIM1	3'UTR|Other	3'UTR	3'UTR	2	0.0004996994	3	3	3	3	2	2	1	1	1	3	0	1	0	1	2	4	30	0	4.96154e-06	5.721566e-06	2.254614e-05	0	3.415942e-05	0
chr2	 36550605	 36550625	chr2-2106	   19.80	+	ENSG00000150938	CRIM1	3'UTR	3'UTR	3'UTR	1	6.28474e-05	2	1	2	2	1	1	1	0	2	3	0	1	0	0	2	3	21	0	3.307693e-06	1.907189e-06	1.127307e-05	0	0	0
chr2	 36550848	 36550868	chr2-1502	   21.20	+	ENSG00000150938	CRIM1	3'UTR	3'UTR	3'UTR	1	0.0001227602	1	2	3	1	2	1	1	1	1	3	1	1	0	1	1	3	23	0	1.653847e-06	0	1.127307e-05	0	0	1.49363e-05
chr2	 37191251	 37191271	chr2-382	   55.10	+			Other	Other	Other	1	0.0001725237	0	0	0	0	1	2	1	1	1	3	2	2	1	2	2	3	21	0	9.92308e-06	1.907189e-05	0	0	0	1.49363e-05
chr2	 39042716	 39042736	chr2-7532	   11.00	-	ENSG00000115904	SOS1	intron|TE|CDS_Retained_intron	TE	TE	3	0.000111552	0	0	2	2	1	1	0	0	0	2	2	0	0	2	1	3	16	7.605141e-05	3.307693e-06	5.721566e-06	0	0	0	0
chr2	 42182127	 42182147	chr2-17675	    4.41	-			unannotated	UnAn	UnAn	1	0.0001131859	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	3	6	7.605141e-05	3.307693e-06	0	0	0	0	2.987259e-05
chr2	 42330633	 42330653	chr2-9	  579.10	+	ENSG00000143924	EML4	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001201745	3	3	3	3	1	2	1	0	1	3	1	0	0	0	2	4	27	0	3.307693e-05	5.721566e-06	0	0	8.539856e-06	2.987259e-05
chr2	 42351113	 42351133	chr2-55	  143.20	-	ENSG00000115944	COX7A2L	3'UTR|intron	3'UTR	3'UTR	2	0.0004437135	3	3	3	3	2	2	1	2	2	4	1	2	1	1	1	5	36	0	1.653847e-06	9.535943e-06	1.127307e-05	3.563538e-05	1.707971e-05	0
chr2	 42793985	 42794005	chr2-1172	   21.60	+	ENSG00000288886		intron|lncRNA	lncRNA	ncRNA	2	0.0001295928	0	3	3	2	1	2	1	0	1	2	0	1	1	1	0	3	21	0	0	0	1.127307e-05	3.563538e-05	8.539856e-06	0
chr2	 43222755	 43222775	chr2-500	   43.20	-	ENSG00000152518	ZFP36L2	3'UTR	3'UTR	3'UTR	1	0.0001239574	3	3	3	3	1	2	0	1	0	4	1	1	0	0	0	3	25	0	3.307693e-06	7.628754e-06	1.127307e-05	0	0	0
chr2	 43223346	 43223366	chr2-836	   35.30	-	ENSG00000152518	ZFP36L2	3'UTR	3'UTR	3'UTR	1	9.977912e-05	3	3	3	3	2	1	1	0	1	2	1	0	0	0	0	3	23	0	1.653847e-06	3.814377e-06	1.127307e-05	0	0	0
chr2	 43223681	 43223701	chr2-58	  131.30	-	ENSG00000152518	ZFP36L2	3'UTR	3'UTR	3'UTR	1	0.0005752235	3	3	3	3	2	2	1	1	2	4	3	4	2	2	1	3	39	0	6.615386e-06	7.628754e-06	0	3.563538e-05	0	0
chr2	 43224078	 43224098	chr2-13	  544.70	-	ENSG00000152518	ZFP36L2	3'UTR	3'UTR	3'UTR	1	0.001636918	3	3	3	3	2	2	2	1	3	4	2	1	3	1	2	3	38	0	1.984616e-05	3.051502e-05	0	0	0	1.49363e-05
chr2	 44232698	 44232718	chr2-476	   48.50	+	ENSG00000138032	PPM1B	3'UTR|intron	3'UTR	3'UTR	2	0.000156303	3	2	3	3	1	2	1	1	1	4	0	1	0	1	1	3	27	0	0	1.907189e-06	1.127307e-05	0	1.707971e-05	0
chr2	 46385206	 46385226	chr2-162	   85.50	+	ENSG00000116016	EPAS1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0002606463	3	3	3	3	2	2	0	1	0	3	0	0	0	1	1	3	25	0	1.157693e-05	1.144313e-05	1.127307e-05	0	0	0
chr2	 46385340	 46385360	chr2-1055	   30.00	+	ENSG00000116016	EPAS1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001364286	3	3	3	3	1	2	1	0	1	2	0	0	0	2	0	3	24	0	0	0	1.127307e-05	3.563538e-05	8.539856e-06	0
chr2	 47160245	 47160265	chr2-280	   50.20	-	ENSG00000143933	CALM2	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0001957057	3	2	3	3	2	2	2	1	2	3	0	1	0	2	2	3	31	0	6.615386e-06	7.628754e-06	2.254614e-05	0	0	0
chr2	 47714673	 47714693	chr2-43258	    2.64	-			TE|unannotated	TE	TE	2	2.548783e-05	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	3	6	0	1.653847e-06	1.907189e-06	0	0	0	1.49363e-05
chr2	 48375588	 48375608	chr2-650	   33.50	+	ENSG00000170802	FOXN2	3'UTR	3'UTR	3'UTR	1	0.0001838149	3	3	3	3	2	2	2	0	1	3	1	1	0	0	3	4	31	0	3.307693e-06	3.814377e-06	1.127307e-05	0	8.539856e-06	0
chr2	 48375950	 48375970	chr2-166	   77.10	+	ENSG00000170802	FOXN2	3'UTR	3'UTR	3'UTR	1	0.0003180921	3	3	3	3	1	1	1	1	1	3	0	1	1	2	0	3	27	0	0	1.907189e-06	3.38192e-05	7.127076e-05	0	0
chr2	 48538765	 48538785	chr2-11372	    5.73	-			unannotated	UnAn	UnAn	1	4.716956e-05	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	3	8	0	3.307693e-06	1.907189e-06	0	0	0	2.987259e-05
chr2	 48576500	 48576520	chr2-9590	    7.49	-			TE|unannotated	TE	TE	2	4.40422e-05	1	1	0	1	1	0	0	0	0	1	1	1	0	1	1	3	12	0	3.307693e-06	1.907189e-06	0	0	0	1.49363e-05
chr2	 53791905	 53791925	chr2-16203	    6.17	+	ENSG00000068912	ERLEC1	downstream 10K|intron|Other|CDS_Retained_intron	Other	Other	4	0.0001114908	0	2	0	0	0	1	0	1	1	0	0	0	0	2	2	3	12	7.605141e-05	4.96154e-06	1.907189e-06	0	0	0	0
chr2	 53865327	 53865347	chr2-330	   54.60	-	ENSG00000068878	PSME4	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001617338	3	3	3	3	1	1	1	1	2	3	0	0	0	0	1	3	25	0	1.653847e-06	5.721566e-06	1.127307e-05	0	0	0
chr2	 54668701	 54668721	chr2-5	  925.10	+	ENSG00000115306	SPTBN1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.004271071	3	3	3	3	2	2	2	2	3	5	3	4	4	3	5	6	53	0	6.946156e-05	4.577253e-05	0.000169096	3.563538e-05	1.707971e-05	0.000149363
chr2	 54668802	 54668822	chr2-19	  320.80	+	ENSG00000115306	SPTBN1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001202487	3	3	3	3	2	2	1	2	3	4	0	1	1	3	3	5	39	0	4.96154e-05	2.288626e-05	2.254614e-05	0	8.539856e-06	1.49363e-05
chr2	 54669256	 54669276	chr2-1	 4009.60	+	ENSG00000115306	SPTBN1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.01652614	3	3	3	3	2	2	2	2	3	5	4	4	4	4	6	7	57	0.0001521028	0.0004085001	0.0003413868	0.0006425648	0.0006414368	0.0001964167	0.0006721334
chr2	 54669505	 54669525	chr2-539	   51.10	+	ENSG00000115306	SPTBN1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.000187612	3	3	3	3	2	1	1	2	2	3	2	0	0	1	0	3	29	0	1.653847e-06	3.814377e-06	0	3.563538e-05	0	0
chr2	 55107212	 55107232	chr2-484	  188.60	+			unannotated	UnAn	UnAn	1	0.0005866945	3	3	3	3	2	2	1	2	3	4	1	1	0	1	1	3	33	0	0	5.721566e-06	7.891147e-05	7.127076e-05	0	0
chr2	 57980245	 57980265	chr2-9237	   18.10	-			TE|unannotated	TE	TE	2	4.962319e-05	1	3	3	3	1	1	0	0	0	2	0	0	0	0	1	3	18	0	3.307693e-06	3.814377e-06	0	0	8.539856e-06	0
